"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"913","006400","삼성SDI",684000,-8000,-1.16,17492,39.1,31096,22,219885,3.11,1000,0.15
"914","006405","삼성SDI우",305500,-3500,-1.13,NA,NA,NA,NA,NA,NA,1050,0.34
"915","006660","삼성공조",11950,600,5.29,NA,NA,NA,NA,27193,0.44,80,0.67
"916","380320","삼성머스트스팩5호",4030,380,10.41,NA,NA,NA,NA,NA,NA,0,0
"917","028260","삼성물산",113200,-1700,-1.48,9913,11.42,10820,10.46,184352,0.61,4200,3.71
"918","02826K","삼성물산우B",101100,-1200,-1.17,NA,NA,NA,NA,NA,NA,4250,4.2
"919","207940","삼성바이오로직스",788000,-12000,-1.5,5879,134.04,11497,68.54,74551,10.57,0,0
"920","032830","삼성생명",67300,100,0.15,8183,8.22,6794,9.91,210566,0.32,3000,4.46
"921","377630","삼성스팩4호",5210,30,0.58,NA,NA,NA,NA,NA,NA,0,0
"922","425290","삼성스팩6호",4060,140,3.57,NA,NA,NA,NA,NA,NA,0,0
"923","439250","삼성스팩7호",10450,-70,-0.67,NA,NA,NA,NA,NA,NA,0,0
"924","018260","삼성에스디에스",126600,-2700,-2.09,7901,16.02,9711,13.04,93454,1.35,2400,1.9
"925","028050","삼성엔지니어링",27250,-550,-1.98,1900,14.34,2928,9.31,10216,2.67,0,0
"926","009150","삼성전기",146700,-3100,-2.07,11811,12.42,9147,16.04,88937,1.65,2100,1.43
"927","009155","삼성전기우",69300,-700,-1,NA,NA,NA,NA,NA,NA,2150,3.1
"928","005930","삼성전자",61100,-1000,-1.61,5777,10.58,2700,22.63,43611,1.4,1444,2.36
"929","005935","삼성전자우",54800,-500,-0.9,NA,NA,NA,NA,NA,NA,1445,2.64
"930","001360","삼성제약",2710,-65,-2.34,NA,NA,NA,NA,1896,1.43,0,0
"931","010140","삼성중공업",5830,-10,-0.17,NA,NA,183,31.94,4813,1.21,0,0
"932","010145","삼성중공우",178300,-3500,-1.93,NA,NA,NA,NA,NA,NA,0,0
"933","016360","삼성증권",32650,-1050,-3.12,10810,3.02,5971,5.47,68096,0.48,3800,11.64
"934","068290","삼성출판사",24500,-700,-2.78,316,77.53,NA,NA,18982,1.29,200,0.82
"935","029780","삼성카드",30450,-300,-0.98,5164,5.9,5005,6.08,70408,0.43,2300,7.55
"936","000810","삼성화재",207500,1500,0.73,26399,7.86,23372,8.88,363848,0.57,12000,5.78
"937","000815","삼성화재우",159000,0,0,NA,NA,NA,NA,NA,NA,12005,7.55
"938","006110","삼아알미늄",38950,-2750,-6.59,1105,35.25,NA,NA,11093,3.51,200,0.51
"939","009300","삼아제약",17430,-400,-2.24,556,31.35,NA,NA,28185,0.62,250,1.43
"940","145990","삼양사",44900,1800,4.18,4099,10.95,NA,NA,125904,0.36,1250,2.78
"941","145995","삼양사우",32000,1850,6.14,NA,NA,NA,NA,NA,NA,1300,4.06
"942","003230","삼양식품",121400,-3200,-2.57,7481,16.23,12816,9.47,51826,2.34,1000,0.82
"943","225190","삼양옵틱스",10420,-100,-0.95,1054,9.89,NA,NA,3703,2.81,900,8.64
"944","002170","삼양통상",50700,100,0.2,11630,4.36,NA,NA,142633,0.36,1250,2.47
"945","272550","삼양패키징",18050,-20,-0.11,2132,8.47,NA,NA,22607,0.8,1000,5.54
"946","000070","삼양홀딩스",75100,700,0.94,30711,2.45,NA,NA,226314,0.33,3000,3.99
"947","000075","삼양홀딩스우",54300,200,0.37,NA,NA,NA,NA,NA,NA,3050,5.62
"948","002810","삼영무역",12940,10,0.08,2288,5.66,NA,NA,23697,0.55,550,4.25
"949","361670","삼영에스앤씨",7590,-260,-3.31,NA,NA,NA,NA,4686,1.62,0,0
"950","054540","삼영엠텍",4005,-110,-2.67,NA,NA,NA,NA,5892,0.68,70,1.75
"951","065570","삼영이엔씨",4945,-95,-1.88,65,76.08,NA,NA,7370,0.67,0,0
"952","005680","삼영전자",9500,-150,-1.55,851,11.16,NA,NA,25588,0.37,300,3.16
"953","003720","삼영화학",3140,40,1.29,102,30.78,NA,NA,1434,2.19,0,0
"954","023000","삼원강재",2850,-40,-1.38,222,12.84,NA,NA,5504,0.52,105,3.68
"955","004380","삼익THK",12100,-150,-1.22,571,21.19,NA,NA,9536,1.27,300,2.48
"956","002450","삼익악기",1313,-10,-0.76,294,4.47,306,4.29,3074,0.43,50,3.81
"957","032280","삼일",2020,0,0,NA,NA,NA,NA,3814,0.53,30,1.49
"958","002290","삼일기업공사",3605,-45,-1.23,238,15.15,NA,NA,4976,0.72,100,2.77
"959","004440","삼일씨엔에스",5770,0,0,NA,NA,NA,NA,21552,0.27,0,0
"960","000520","삼일제약",8090,-110,-1.34,NA,NA,NA,NA,5254,1.54,80,0.99
"961","009770","삼정펄프",25600,150,0.59,3046,8.4,NA,NA,86449,0.3,1000,3.91
"962","037460","삼지전자",8660,-110,-1.25,1994,4.34,NA,NA,17497,0.49,400,4.62
"963","032750","삼진",7420,-180,-2.37,1195,6.21,NA,NA,11374,0.65,100,1.35
"964","054090","삼진엘앤디",2820,-35,-1.23,40,70.5,NA,NA,3830,0.74,50,1.77
"965","005500","삼진제약",23500,-600,-2.49,2308,10.18,2014,11.67,19034,1.23,800,3.4
"966","000250","삼천당제약",48050,-4350,-8.3,NA,NA,NA,NA,7889,6.09,0,0
"967","004690","삼천리",487000,-1000,-0.2,17385,28.01,16358,29.77,392735,1.24,3000,0.62
"968","024950","삼천리자전거",8010,-160,-1.96,360,22.25,NA,NA,8181,0.98,150,1.87
"969","038500","삼표시멘트",3545,-70,-1.94,190,18.66,177,20.08,6110,0.58,75,2.12
"970","017480","삼현철강",5340,-100,-1.84,1644,3.25,NA,NA,11401,0.47,300,5.62
"971","010960","삼호개발",3820,-45,-1.16,621,6.15,NA,NA,9871,0.39,190,4.97
"972","046390","삼화네트웍스",3010,-55,-1.79,162,18.58,NA,NA,1114,2.7,0,0
"973","004450","삼화왕관",38800,-100,-0.26,780,49.74,NA,NA,78782,0.49,1250,3.22
"974","009470","삼화전기",15430,-320,-2.03,2131,7.24,NA,NA,9852,1.57,300,1.94
"975","011230","삼화전자",2895,-65,-2.2,NA,NA,NA,NA,1230,2.35,0,0
"976","001820","삼화콘덴서",44500,-250,-0.56,2770,16.06,2982,14.92,19654,2.26,500,1.12
"977","000390","삼화페인트",5870,-90,-1.51,NA,NA,NA,NA,12494,0.47,100,1.7
"978","027580","상보",1356,-23,-1.67,40,33.9,NA,NA,963,1.41,0,0
"979","038540","상상인",5850,-250,-4.1,1848,3.17,NA,NA,12762,0.46,100,1.71
"980","101000","상상인인더스트리",350,12,3.55,NA,NA,NA,NA,342,1.02,0,0
"981","415580","상상인제3호스팩",2030,0,0,NA,NA,NA,NA,NA,NA,0,0
"982","001290","상상인증권",820,-35,-4.09,95,8.63,NA,NA,2041,0.4,0,0
"983","041650","상신브레이크",3345,25,0.75,506,6.61,NA,NA,9389,0.36,80,2.39
"984","091580","상신이디피",17880,-680,-3.66,1330,13.44,2942,6.08,7503,2.38,100,0.56
"985","263810","상신전자",3210,-90,-2.73,146,21.99,NA,NA,2749,1.17,0,0
"986","089980","상아프론테크",33100,0,0,608,54.44,783,42.28,11648,2.84,200,0.6
"987","042940","상지카일룸",427,-8,-1.84,NA,NA,NA,NA,693,0.62,0,0
"988","042600","새로닉스",23700,-1200,-4.82,2337,10.14,NA,NA,8735,2.71,0,0
"989","075180","새론오토모티브",4840,0,0,730,6.63,NA,NA,12416,0.39,140,2.89
"990","107600","새빗켐",109600,-3300,-2.92,1258,87.12,2413,45.41,3828,28.63,0,0
"991","411080","샌즈랩",18590,-220,-1.17,61,304.75,NA,NA,406,45.79,0,0
"992","252990","샘씨엔에스",4375,-190,-4.16,262,16.7,NA,NA,2180,2.01,0,0
"993","007540","샘표",51100,600,1.19,5356,9.54,NA,NA,86076,0.59,200,0.39
"994","248170","샘표식품",31500,-300,-0.94,5188,6.07,NA,NA,47071,0.67,200,0.63
"995","378800","샤페론",7170,-340,-4.53,NA,NA,NA,NA,1258,5.7,0,0
"996","294630","서남",2100,-65,-3,NA,NA,NA,NA,461,4.56,0,0
"997","038070","서린바이오",12070,-240,-1.95,1871,6.45,NA,NA,8988,1.34,100,0.83
"998","006730","서부T&D",7900,-170,-2.11,680,11.62,NA,NA,11254,0.7,50,0.63
"999","079650","서산",1939,-13,-0.67,197,9.84,NA,NA,3352,0.58,0,0
"1000","100660","서암기계공업",6160,-170,-2.69,101,60.99,NA,NA,4948,1.24,35,0.57
"1001","007860","서연",7930,40,0.51,1091,7.27,NA,NA,21587,0.37,100,1.26
"1002","200880","서연이화",9740,250,2.63,973,10.01,3613,2.7,24588,0.4,150,1.54
"1003","019770","서연탑메탈",4745,-100,-2.06,343,13.83,NA,NA,6360,0.75,70,1.48
"1004","017390","서울가스",478500,3500,0.74,2139,223.7,7167,66.77,266539,1.8,1750,0.37
"1005","043710","서울리거",807,-8,-0.98,NA,NA,NA,NA,663,1.22,0,0
"1006","092190","서울바이오시스",5650,-250,-4.24,117,48.29,NA,NA,4383,1.29,59,1.04
"1007","046890","서울반도체",10770,-340,-3.06,878,12.27,236,45.61,12942,0.83,460,4.27
"1008","004410","서울식품",208,-1,-0.48,NA,NA,NA,NA,69,3.01,0,0
"1009","004415","서울식품우",2820,0,0,NA,NA,NA,NA,NA,NA,0,0
"1010","063170","서울옥션",21850,300,1.39,1014,21.55,NA,NA,5456,4,200,0.92
"1011","027040","서울전자통신",603,-6,-0.99,1,603,NA,NA,1295,0.47,0,0
"1012","018680","서울제약",4340,-90,-2.03,NA,NA,NA,NA,2224,1.95,0,0
"1013","021050","서원",1313,-3,-0.23,311,4.22,NA,NA,2799,0.47,15,1.14
"1014","093920","서원인텍",5980,-40,-0.66,891,6.71,NA,NA,9725,0.61,350,5.85
"1015","189860","서전기전",6510,-220,-3.27,NA,NA,NA,NA,3845,1.69,0,0
"1016","178320","서진시스템",16500,-70,-0.42,1047,15.76,NA,NA,9597,1.72,300,1.82
"1017","122690","서진오토모티브",2910,-20,-0.68,180,16.17,NA,NA,3647,0.8,0,0
"1018","140070","서플러스글로벌",4690,120,2.63,795,5.9,NA,NA,4598,1.02,50,1.07
"1019","011370","서한",1079,-13,-1.19,460,2.35,NA,NA,3583,0.3,40,3.71
"1020","065710","서호전기",18060,60,0.33,3381,5.34,NA,NA,16649,1.08,1000,5.54
"1021","008490","서흥",32200,-450,-1.38,4829,6.67,NA,NA,34874,0.92,500,1.55
"1022","035890","서희건설",1146,-25,-2.13,671,1.71,NA,NA,2965,0.39,50,4.36
"1023","357550","석경에이티",27800,-150,-0.54,569,48.86,NA,NA,4365,6.37,0,0
"1024","003100","선광",147700,2700,1.86,4164,35.47,NA,NA,56499,2.61,350,0.24
"1025","007610","선도전기",3000,0,0,NA,NA,NA,NA,4420,0.68,0,0
"1026","067370","선바이오",9400,-190,-1.98,25,376,NA,NA,1319,7.13,0,0
"1027","171090","선익시스템",22400,0,0,NA,NA,NA,NA,9655,2.32,0,0
"1028","136490","선진",9810,-140,-1.41,1804,5.44,NA,NA,17371,0.56,100,1.02
"1029","086710","선진뷰티사이언스",6850,-150,-2.14,99,69.19,NA,NA,3825,1.79,20,0.29
"1030","014620","성광벤드",13080,-180,-1.36,NA,NA,1230,10.63,15557,0.84,100,0.76
"1031","037350","성도이엔지",4465,-20,-0.45,1483,3.01,NA,NA,18146,0.25,150,3.36
"1032","014910","성문전자",1720,-54,-3.04,160,10.75,NA,NA,1617,1.06,5,0.29
"1033","014915","성문전자우",8600,-120,-1.38,NA,NA,NA,NA,NA,NA,10,0.12
"1034","003080","성보화학",3430,-5,-0.15,69,49.71,NA,NA,6905,0.5,120,3.5
"1035","004980","성신양회",9400,-220,-2.29,261,36.02,NA,NA,16637,0.57,200,2.13
"1036","004985","성신양회우",13450,-50,-0.37,NA,NA,NA,NA,NA,NA,250,1.86
"1037","011300","성안",915,-81,-8.13,383,2.39,NA,NA,636,1.44,0,0
"1038","081580","성우전자",3045,-80,-2.56,350,8.7,NA,NA,6986,0.44,0,0
"1039","045300","성우테크론",4500,-70,-1.53,580,7.76,NA,NA,6407,0.7,40,0.89
"1040","015750","성우하이텍",7200,-200,-2.7,562,12.81,NA,NA,13926,0.52,80,1.11
"1041","365340","성일하이텍",131400,-7700,-5.54,NA,NA,4336,30.3,11863,11.08,0,0
"1042","000180","성창기업지주",2200,-50,-2.22,94,23.4,NA,NA,8360,0.26,0,0
"1043","080470","성창오토텍",7510,-140,-1.83,528,14.22,NA,NA,5639,1.33,60,0.8
"1044","043260","성호전자",1317,-53,-3.87,60,21.95,NA,NA,1762,0.75,0,0
"1045","148150","세경하이테크",13560,-470,-3.35,1937,7,NA,NA,13303,1.02,100,0.74
"1046","002420","세기상사",7660,0,0,NA,NA,NA,NA,4355,1.76,0,0
"1047","053060","세동",2050,102,5.24,NA,NA,NA,NA,980,2.09,0,0
"1048","340440","세림B&G",2610,-80,-2.97,NA,NA,NA,NA,955,2.73,0,0
"1049","017510","세명전기",3050,-35,-1.13,153,19.93,NA,NA,4824,0.63,70,2.3
"1050","004360","세방",41800,-1150,-2.68,2342,17.85,NA,NA,40513,1.03,200,0.48
"1051","004365","세방우",9000,340,3.93,NA,NA,NA,NA,NA,NA,205,2.28
"1052","004490","세방전지",51300,-2600,-4.82,6291,8.15,5488,9.35,88025,0.58,600,1.17
"1053","011560","세보엠이씨",7710,-20,-0.26,1164,6.62,NA,NA,16231,0.48,250,3.24
"1054","396300","세아메카닉스",5190,-180,-3.35,284,18.27,233,22.23,1819,2.85,0,0
"1055","001430","세아베스틸지주",19550,90,0.46,5231,3.74,3708,5.27,51304,0.38,1500,7.67
"1056","306200","세아제강",149800,500,0.33,32640,4.59,58753,2.55,242703,0.62,3500,2.34
"1057","003030","세아제강지주",162000,-3900,-2.35,43550,3.72,90704,1.79,298051,0.54,1750,1.08
"1058","019440","세아특수강",17710,-360,-1.99,3130,5.66,NA,NA,39391,0.45,1200,6.78
"1059","058650","세아홀딩스",109100,900,0.83,12479,8.74,NA,NA,498163,0.22,2750,2.52
"1060","013000","세우글로벌",1491,-44,-2.87,73,20.42,NA,NA,1569,0.95,0,0
"1061","100700","세운메디칼",3035,-60,-1.94,284,10.69,NA,NA,2636,1.15,50,1.65
"1062","024830","세원물산",8390,-100,-1.18,3231,2.6,NA,NA,27983,0.3,25,0.3
"1063","091090","세원이앤씨",470,-20,-4.08,NA,NA,NA,NA,1166,0.4,0,0
"1064","021820","세원정공",7400,-30,-0.4,NA,NA,NA,NA,45187,0.16,25,0.34
"1065","067830","세이브존I&C",2855,-20,-0.7,197,14.49,NA,NA,12126,0.24,30,1.05
"1066","033530","세종공업",6450,-120,-1.83,NA,NA,NA,NA,14814,0.44,100,1.55
"1067","258830","세종메디칼",2685,-35,-1.29,NA,NA,NA,NA,1402,1.92,0,0
"1068","036630","세종텔레콤",725,0,0,107,6.78,NA,NA,1274,0.57,0,0
"1069","039310","세중",3065,-15,-0.49,248,12.36,NA,NA,4822,0.64,0,0
"1070","075580","세진중공업",5980,-10,-0.17,297,20.13,484,12.36,2983,2,150,2.51
"1071","067770","세진티에스",3395,-105,-3,346,9.81,NA,NA,5464,0.62,0,0
"1072","053450","세코닉스",6350,-110,-1.7,289,21.97,856,7.42,6764,0.94,0,0
"1073","222810","세토피아",1390,40,2.96,NA,NA,NA,NA,237,5.86,0,0
"1074","027970","세하",1248,-1,-0.08,178,7.01,NA,NA,1702,0.73,0,0
"1075","252500","세화피앤씨",1255,-25,-1.95,119,10.55,NA,NA,873,1.44,15,1.2
"1076","347000","센코",12680,-320,-2.46,327,38.78,NA,NA,4684,2.71,0,0
"1077","308170","센트랄모텍",16630,-90,-0.54,166,100.18,NA,NA,11373,1.46,0,0
"1078","012600","센트럴인사이트",2490,0,0,NA,NA,NA,NA,1462,1.7,0,0
"1079","331920","셀레믹스",6550,80,1.24,NA,NA,NA,NA,2864,2.29,0,0
"1080","049180","셀루메드",5470,-90,-1.62,210,26.05,NA,NA,1212,4.51,0,0
"1081","299660","셀리드",11880,-470,-3.81,NA,NA,NA,NA,3983,2.98,0,0
"1082","268600","셀리버리",13030,-490,-3.62,NA,NA,NA,NA,2078,6.27,0,0
"1083","108860","셀바스AI",23650,500,2.16,172,137.5,NA,NA,1872,12.63,0,0
"1084","208370","셀바스헬스케어",3970,370,10.28,114,34.82,NA,NA,1296,3.06,0,0
"1085","068270","셀트리온",149000,-5800,-3.75,3982,37.42,4955,30.07,27267,5.46,750,0.5
"1086","068760","셀트리온제약",58700,-1800,-2.98,878,66.86,NA,NA,8427,6.97,0,0
"1087","091990","셀트리온헬스케어",55400,-2100,-3.65,940,58.94,1746,31.73,12969,4.27,260,0.47
"1088","068940","셀피글로벌",1424,-64,-4.3,NA,NA,NA,NA,235,6.06,0,0
"1089","060230","소니드",4985,-125,-2.45,NA,NA,NA,NA,4074,1.22,0,0
"1090","290690","소룩스",7260,-30,-0.41,505,14.38,NA,NA,5806,1.25,50,0.69
"1091","032680","소프트센",1903,-97,-4.85,419,4.54,NA,NA,1522,1.25,0,0
"1092","032685","소프트센우",24500,-1150,-4.48,NA,NA,NA,NA,NA,NA,0,0
"1093","258790","소프트캠프",1967,-78,-3.81,NA,NA,NA,NA,671,2.93,0,0
"1094","066910","손오공",2275,-5,-0.22,126,18.06,NA,NA,965,2.36,0,0
"1095","043100","솔고바이오",479,-3,-0.62,NA,NA,NA,NA,531,0.9,0,0
"1096","336370","솔루스첨단소재",52200,1900,3.78,289,180.62,267,195.56,7359,7.09,100,0.19
"1097","33637K","솔루스첨단소재1우",11380,70,0.62,NA,NA,NA,NA,NA,NA,101,0.89
"1098","33637L","솔루스첨단소재2우B",13460,140,1.05,NA,NA,NA,NA,NA,NA,100,0.74
"1099","154040","솔루에타",2885,-30,-1.03,433,6.66,NA,NA,3180,0.91,0,0
"1100","248070","솔루엠",21500,100,0.47,274,78.47,1660,12.96,5368,4.01,0,0
"1101","035610","솔본",4835,-155,-3.11,792,6.1,NA,NA,6296,0.77,0,0
"1102","357780","솔브레인",233500,-8000,-3.31,19124,12.21,23645,9.88,81797,2.85,1950,0.84
"1103","036830","솔브레인홀딩스",25450,-800,-3.05,1523,16.71,NA,NA,52436,0.49,150,0.59
"1104","304100","솔트룩스",29700,1700,6.07,NA,NA,NA,NA,5202,5.71,0,0
"1105","328380","솔트웨어",1510,-126,-7.7,NA,NA,NA,NA,NA,NA,0,0
"1106","004430","송원산업",19750,250,1.28,3011,6.56,NA,NA,22636,0.87,200,1.01
"1107","086980","쇼박스",3590,-40,-1.1,36,99.72,NA,NA,2198,1.63,0,0
"1108","050960","수산아이앤티",13730,-20,-0.15,263,52.21,NA,NA,11803,1.16,125,0.91
"1109","126720","수산인더스트리",22800,-350,-1.51,2114,10.79,NA,NA,27086,0.84,400,1.75
"1110","017550","수산중공업",3005,-70,-2.28,211,14.24,NA,NA,2261,1.33,10,0.33
"1111","084180","수성샐바시온",785,0,0,NA,NA,NA,NA,579,1.36,0,0
"1112","253840","수젠텍",8590,-150,-1.72,2352,3.65,NA,NA,6217,1.38,0,0
"1113","236200","슈프리마",24150,-750,-3.01,3172,7.61,NA,NA,23578,1.02,0,0
"1114","317770","슈프리마아이디",16290,-110,-0.67,1058,15.4,NA,NA,14255,1.14,0,0
"1115","094840","슈프리마에이치큐",5830,-140,-2.35,1130,5.16,NA,NA,17280,0.34,0,0
"1116","192440","슈피겐코리아",34800,200,0.58,7493,4.64,9866,3.53,63123,0.55,840,2.41
"1117","136510","스마트솔루션즈",11600,0,0,NA,NA,NA,NA,1518,7.64,0,0
"1118","099440","스맥",2020,-140,-6.48,NA,NA,NA,NA,2048,0.99,0,0
"1119","053210","스카이라이프",7940,-90,-1.12,1266,6.27,1249,6.36,16643,0.48,350,4.41
"1120","033790","스카이문스테크놀로지",829,0,0,133,6.23,NA,NA,1288,0.64,0,0
"1121","276040","스코넥",15950,-270,-1.66,NA,NA,NA,NA,NA,NA,0,0
"1122","159910","스킨앤스킨",205,13,6.77,5,41,NA,NA,107,1.92,0,0
"1123","115570","스타플렉스",5470,0,0,677,8.08,NA,NA,9025,0.61,0,0
"1124","330730","스톤브릿지벤처스",5190,-380,-6.82,1511,3.43,NA,NA,4245,1.22,0,0
"1125","253450","스튜디오드래곤",75800,-1300,-1.69,1301,58.26,2596,29.19,22785,3.33,0,0
"1126","408900","스튜디오미르",41450,-2800,-6.33,528,78.5,NA,NA,2433,17.04,0,0
"1127","204630","스튜디오산타클로스",763,-52,-6.38,206,3.7,NA,NA,1307,0.58,0,0
"1128","026890","스틱인베스트먼트",6130,-80,-1.29,1537,3.99,NA,NA,6111,1,150,2.45
"1129","013810","스페코",4570,-25,-0.54,118,38.73,NA,NA,3357,1.36,50,1.09
"1130","049830","승일",11690,-450,-3.71,657,17.79,NA,NA,24542,0.48,170,1.45
"1131","020710","시공테크",4625,-55,-1.18,146,31.68,NA,NA,5886,0.79,50,1.08
"1132","033170","시그네틱스",1299,-49,-3.64,198,6.56,NA,NA,1441,0.9,0,0
"1133","048870","시너지이노베이션",3475,-135,-3.74,75,46.33,NA,NA,1433,2.42,0,0
"1134","025320","시노펙스",2870,5,0.17,138,20.8,NA,NA,1222,2.35,0,0
"1135","134790","시디즈",42700,-400,-0.93,7704,5.54,NA,NA,36600,1.17,400,0.94
"1136","269620","시스웍",889,0,0,NA,NA,NA,NA,454,1.96,0,0
"1137","131090","시큐브",1134,-29,-2.49,119,9.53,NA,NA,927,1.22,25,2.2
"1138","139050","시티랩스",531,-11,-2.03,13,40.85,NA,NA,517,1.03,0,0
"1139","016590","신대양제지",84900,400,0.47,14644,5.8,NA,NA,139181,0.61,1250,1.47
"1140","290520","신도기연",6180,-190,-2.98,103,60,NA,NA,4001,1.54,0,0
"1141","029530","신도리코",34050,-200,-0.58,9845,3.46,NA,NA,99889,0.34,1500,4.41
"1142","004970","신라교역",10860,20,0.18,2804,3.87,NA,NA,35004,0.31,500,4.6
"1143","001000","신라섬유",2050,-30,-1.44,28,73.21,NA,NA,634,3.23,0,0
"1144","025870","신라에스지",9650,-30,-0.31,357,27.03,NA,NA,3978,2.43,0,0
"1145","215600","신라젠",6250,-270,-4.14,NA,NA,NA,NA,1051,5.95,0,0
"1146","065350","신성델타테크",9450,370,4.07,908,10.41,NA,NA,5594,1.69,120,1.27
"1147","011930","신성이엔지",1714,-38,-2.17,NA,NA,NA,NA,1029,1.67,0,0
"1148","005390","신성통상",2330,-40,-1.69,533,4.37,NA,NA,2389,0.98,0,0
"1149","004170","신세계",207500,-2000,-0.95,31193,6.65,36641,5.66,380637,0.55,3000,1.45
"1150","035510","신세계 I&C",15480,-170,-1.09,3144,4.92,NA,NA,21018,0.74,250,1.61
"1151","034300","신세계건설",22700,-900,-3.81,6539,3.47,NA,NA,56534,0.4,850,3.74
"1152","031430","신세계인터내셔날",23300,-500,-2.1,2300,10.13,2894,8.05,20084,1.16,300,1.29
"1153","031440","신세계푸드",47600,-550,-1.14,624,76.28,4541,10.48,73553,0.65,750,1.58
"1154","006880","신송홀딩스",7250,630,9.52,668,10.85,NA,NA,8722,0.83,120,1.66
"1155","162300","신스틸",5680,-380,-6.27,NA,NA,NA,NA,NA,NA,0,0
"1156","002800","신신제약",5640,-20,-0.35,NA,NA,NA,NA,3621,1.56,0,0
"1157","419270","신영스팩7호",2200,15,0.69,NA,NA,NA,NA,NA,NA,0,0
"1158","430220","신영스팩8호",2125,-10,-0.47,NA,NA,NA,NA,NA,NA,0,0
"1159","445970","신영스팩9호",2070,0,0,NA,NA,NA,NA,NA,NA,0,0
"1160","005800","신영와코루",11300,-130,-1.14,721,15.67,NA,NA,35880,0.31,150,1.33
"1161","001720","신영증권",60600,500,0.83,10783,5.62,NA,NA,177863,0.34,4000,6.6
"1162","001725","신영증권우",59700,400,0.67,NA,NA,NA,NA,NA,NA,4050,6.78
"1163","009270","신원",1573,-16,-1.01,165,9.53,NA,NA,2665,0.59,50,3.18
"1164","017000","신원종합개발",5330,-70,-1.3,348,15.32,NA,NA,7949,0.67,0,0
"1165","002700","신일전자",2110,-10,-0.47,114,18.51,NA,NA,1175,1.8,25,1.18
"1166","012790","신일제약",8190,-200,-2.38,581,14.1,NA,NA,9839,0.83,100,1.22
"1167","138070","신진에스엠",2920,-55,-1.85,278,10.5,NA,NA,4360,0.67,120,4.11
"1168","226330","신테카바이오",8890,-310,-3.37,NA,NA,NA,NA,2046,4.35,0,0
"1169","002870","신풍",1180,15,1.29,NA,NA,NA,NA,3226,0.37,60,5.08
"1170","019170","신풍제약",20450,-200,-0.97,NA,NA,NA,NA,6896,2.97,0,0
"1171","019175","신풍제약우",39200,-550,-1.38,NA,NA,NA,NA,NA,NA,0,0
"1172","418210","신한제10호스팩",2080,5,0.24,NA,NA,NA,NA,NA,NA,0,0
"1173","366330","신한제7호스팩",2180,20,0.93,NA,NA,NA,NA,NA,NA,0,0
"1174","393360","신한제8호스팩",2135,35,1.67,NA,NA,NA,NA,NA,NA,0,0
"1175","405640","신한제9호스팩",2070,-10,-0.48,NA,NA,NA,NA,NA,NA,0,0
"1176","055550","신한지주",38300,-750,-1.92,7308,5.24,9322,4.11,88548,0.43,1960,5.12
"1177","056700","신화인터텍",3050,-65,-2.09,39,78.21,NA,NA,3461,0.88,0,0
"1178","187270","신화콘텍",5080,-240,-4.51,387,13.13,NA,NA,5553,0.91,0,0
"1179","004080","신흥",14880,-100,-0.67,1418,10.49,NA,NA,10783,1.38,220,1.48
"1180","243840","신흥에스이씨",46100,-650,-1.39,3546,13,4027,11.45,31893,1.45,330,0.72
"1181","257720","실리콘투",3170,-150,-4.52,103,30.78,NA,NA,1443,2.2,0,0
"1182","222800","심텍",29300,-1350,-4.4,3680,7.96,6605,4.44,11910,2.46,500,1.71
"1183","036710","심텍홀딩스",3445,-85,-2.41,695,4.96,NA,NA,4051,0.85,50,1.45
"1184","160980","싸이맥스",13830,-350,-2.47,2347,5.89,NA,NA,14358,0.96,400,2.89
"1185","356890","싸이버원",12500,-630,-4.8,448,27.9,NA,NA,5683,2.2,80,0.64
"1186","217330","싸이토젠",17060,-20,-0.12,NA,NA,NA,NA,1324,12.89,0,0
"1187","102280","쌍방울",329,-4,-1.2,NA,NA,NA,NA,869,0.38,0,0
"1188","003410","쌍용C&E",5750,-210,-3.52,370,15.54,297,19.33,3296,1.74,440,7.65
"1189","010280","쌍용정보통신",927,-11,-1.17,NA,NA,NA,NA,699,1.33,0,0
"1190","003620","쌍용차",8760,0,0,NA,NA,NA,NA,NA,NA,0,0
