"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"1931","052300","초록뱀컴퍼니",500,-17,-3.29,942,0.53,NA,NA,2655,0.19,0,0
"1932","118000","초록뱀헬스케어",565,-11,-1.91,118,4.79,NA,NA,1468,0.38,0,0
"1933","094360","칩스앤미디어",19040,0,0,650,29.29,1068,17.83,3940,4.83,163,0.86
"1934","016790","카나리아바이오",16300,-50,-0.31,NA,NA,NA,NA,1876,8.69,20,0.12
"1935","016920","카스",1797,-16,-0.88,NA,NA,NA,NA,2117,0.85,15,0.83
"1936","284620","카이노스메드",5620,120,2.18,NA,NA,NA,NA,518,10.85,0,0
"1937","035720","카카오",62200,-900,-1.43,3221,19.31,1235,50.36,23018,2.7,53,0.09
"1938","293490","카카오게임즈",47700,-800,-1.65,7073,6.74,2157,22.11,27171,1.76,0,0
"1939","323410","카카오뱅크",25500,-350,-1.35,467,54.6,805,31.69,11620,2.19,0,0
"1940","377300","카카오페이",61600,-600,-0.96,NA,NA,243,253.97,12839,4.8,0,0
"1941","042000","카페24",10910,-300,-2.68,NA,NA,NA,NA,10431,1.05,0,0
"1942","006380","카프로",2225,45,2.06,49,45.41,NA,NA,3150,0.71,0,0
"1943","317530","캐리소프트",7550,-250,-3.21,NA,NA,NA,NA,1763,4.28,0,0
"1944","071850","캐스텍코리아",2140,-75,-3.39,NA,NA,NA,NA,5845,0.37,0,0
"1945","050110","캠시스",2050,-45,-2.15,NA,NA,NA,NA,1186,1.73,0,0
"1946","119860","커넥트웨이브",14180,-400,-2.74,2235,6.34,1006,14.09,12201,1.16,0,0
"1947","223310","커머스마이너",3320,0,0,NA,NA,NA,NA,1495,2.22,0,0
"1948","109070","컨버즈",4100,0,0,NA,NA,NA,NA,548,7.48,0,0
"1949","078340","컴투스",68100,-2300,-3.27,10845,6.28,2225,30.6,98792,0.69,1300,1.91
"1950","063080","컴투스홀딩스",51000,-2000,-3.77,4594,11.1,672,75.87,55632,0.92,0,0
"1951","307930","컴퍼니케이",6700,-180,-2.62,1210,5.54,374,17.93,4766,1.41,250,3.73
"1952","079190","케스피온",892,-13,-1.44,NA,NA,NA,NA,763,1.17,0,0
"1953","263700","케어랩스",8150,-530,-6.11,73,111.64,NA,NA,5939,1.37,0,0
"1954","214370","케어젠",181900,800,0.44,2582,70.45,NA,NA,21387,8.51,2300,1.26
"1955","221980","케이디켐",13330,-40,-0.3,2094,6.37,NA,NA,23124,0.58,500,3.75
"1956","001620","케이비아이동국실업",601,-5,-0.83,NA,NA,NA,NA,1921,0.31,0,0
"1957","424140","케이비제21호스팩",2045,5,0.25,NA,NA,NA,NA,NA,NA,0,0
"1958","436530","케이비제22호스팩",2090,0,0,NA,NA,NA,NA,NA,NA,0,0
"1959","440200","케이비제23호스팩",2040,-10,-0.49,NA,NA,NA,NA,NA,NA,0,0
"1960","192250","케이사인",1740,-62,-3.44,82,21.22,NA,NA,974,1.79,15,0.86
"1961","029460","케이씨",19990,-10,-0.05,4200,4.76,NA,NA,53833,0.37,300,1.5
"1962","115500","케이씨에스",6010,-90,-1.48,223,26.95,NA,NA,1715,3.5,220,3.66
"1963","281820","케이씨텍",17800,-190,-1.06,2011,8.85,NA,NA,18467,0.96,220,1.24
"1964","089150","케이씨티",4290,-145,-3.27,14,306.43,NA,NA,2053,2.09,50,1.17
"1965","025880","케이씨피드",2975,175,6.25,255,11.67,NA,NA,3597,0.83,40,1.34
"1966","093320","케이아이엔엑스",59900,-1500,-2.44,3254,18.41,NA,NA,25579,2.34,500,0.83
"1967","073010","케이에스피",1871,-16,-0.85,63,29.7,NA,NA,726,2.58,0,0
"1968","105330","케이엔더블유",9850,-180,-1.79,89,110.67,NA,NA,4843,2.03,0,0
"1969","272110","케이엔제이",16080,-360,-2.19,780,20.62,1722,9.34,5518,2.91,0,0
"1970","039420","케이엘넷",2715,-55,-1.99,270,10.06,NA,NA,2012,1.35,80,2.95
"1971","083550","케이엠",6150,-210,-3.3,691,8.9,NA,NA,11564,0.53,70,1.14
"1972","032500","케이엠더블유",26100,-1100,-4.04,NA,NA,NA,NA,6291,4.15,0,0
"1973","225430","케이엠제약",1348,-42,-3.02,NA,NA,NA,NA,1445,0.93,0,0
"1974","102370","케이옥션",6080,-100,-1.62,477,12.75,NA,NA,3124,1.95,0,0
"1975","381970","케이카",12170,-400,-3.18,1004,12.12,850,14.32,5729,2.12,750,6.16
"1976","036030","케이티알파",7060,-380,-5.11,NA,NA,NA,NA,4452,1.59,0,0
"1977","064820","케이프",4175,-10,-0.24,931,4.48,NA,NA,6508,0.64,100,2.4
"1978","256940","케이피에스",10220,490,5.04,NA,NA,NA,NA,3292,3.1,0,0
"1979","024880","케이피에프",7150,1650,30,NA,NA,NA,NA,9417,0.76,0,0
"1980","042040","케이피엠테크",422,-33,-7.25,NA,NA,NA,NA,657,0.64,0,0
"1981","054410","케이피티유",5430,-60,-1.09,1199,4.53,NA,NA,7478,0.73,0,0
"1982","258610","케일럼",2850,-50,-1.72,NA,NA,NA,NA,2977,0.96,0,0
"1983","274090","켄코아에어로스페이스",16270,550,3.5,NA,NA,NA,NA,2169,7.5,0,0
"1984","089010","켐트로닉스",16480,-270,-1.61,1975,8.34,NA,NA,9713,1.7,300,1.82
"1985","220260","켐트로스",8090,-280,-3.35,166,48.73,NA,NA,2070,3.91,0,0
"1986","052400","코나아이",18700,-340,-1.79,3594,5.2,NA,NA,9393,1.99,0,0
"1987","402030","코난테크놀로지",101200,-3100,-2.97,468,216.24,NA,NA,3220,31.43,0,0
"1988","391710","코닉오토메이션",4430,-85,-1.88,NA,NA,113,39.23,NA,NA,0,0
"1989","046070","코다코",1063,-22,-2.03,176,6.04,NA,NA,610,1.74,0,0
"1990","047770","코데즈컴바인",1781,-7,-0.39,175,10.18,NA,NA,1383,1.29,0,0
"1991","078940","코드네이처",1041,-10,-0.95,NA,NA,NA,NA,448,2.32,0,0
"1992","080530","코디",1330,-20,-1.48,NA,NA,NA,NA,1304,1.02,0,0
"1993","104540","코렌텍",11380,0,0,65,175.08,NA,NA,4548,2.5,0,0
"1994","027050","코리아나",3305,-85,-2.51,107,30.89,NA,NA,2696,1.23,0,0
"1995","007815","코리아써우",7560,-400,-5.03,NA,NA,NA,NA,NA,NA,0,0
"1996","007810","코리아써키트",15350,-730,-4.54,2053,7.48,3157,4.86,14860,1.03,0,0
"1997","00781K","코리아써키트2우B",11650,-190,-1.6,NA,NA,NA,NA,NA,NA,0,0
"1998","190650","코리아에셋투자증권",8700,-460,-5.02,2612,3.33,NA,NA,14959,0.58,700,8.05
"1999","123410","코리아에프티",2685,-55,-2.01,200,13.43,NA,NA,4794,0.56,60,2.23
"2000","003690","코리안리",7810,50,0.64,1216,6.42,1469,5.32,21112,0.37,525,6.72
"2001","036690","코맥스",4260,-200,-4.48,NA,NA,NA,NA,3410,1.25,50,1.17
"2002","049430","코메론",10090,0,0,2286,4.41,NA,NA,20212,0.5,200,1.98
"2003","183300","코미코",44150,-1450,-3.18,4725,9.34,NA,NA,22240,1.99,550,1.25
"2004","041960","코미팜",6770,-140,-2.03,NA,NA,NA,NA,1040,6.51,0,0
"2005","089890","코세스",11290,-450,-3.83,700,16.13,NA,NA,3093,3.65,0,0
"2006","009730","코센",1990,32,1.63,NA,NA,NA,NA,1049,1.9,0,0
"2007","082660","코스나인",798,0,0,NA,NA,NA,NA,501,1.59,0,0
"2008","192820","코스맥스",80000,-1300,-1.6,6944,11.52,7052,11.34,49474,1.62,550,0.69
"2009","044820","코스맥스비티아이",8860,-90,-1.01,1479,5.99,NA,NA,32252,0.27,260,2.93
"2010","222040","코스맥스엔비티",4405,-190,-4.13,NA,NA,148,29.71,2684,1.64,0,0
"2011","241710","코스메카코리아",9600,-230,-2.34,834,11.51,890,10.79,13319,0.72,0,0
"2012","005070","코스모신소재",72000,-1000,-1.37,604,119.21,1541,46.71,6831,10.54,0,0
"2013","005420","코스모화학",37100,400,1.09,348,106.61,NA,NA,4803,7.72,0,0
"2014","069110","코스온",2630,0,0,NA,NA,NA,NA,733,3.59,0,0
"2015","071950","코아스",714,-13,-1.79,NA,NA,NA,NA,607,1.18,0,0
"2016","166480","코아스템켐온",8190,-130,-1.56,NA,NA,NA,NA,2344,3.49,0,0
"2017","045970","코아시아",9170,60,0.66,NA,NA,NA,NA,4585,2,0,0
"2018","196450","코아시아옵틱스",2385,-75,-3.05,NA,NA,NA,NA,1831,1.3,0,0
"2019","029960","코엔텍",7220,-160,-2.17,596,12.11,NA,NA,3123,2.31,300,4.16
"2020","002020","코오롱",22250,-350,-1.55,10125,2.2,NA,NA,64159,0.35,550,2.47
"2021","003070","코오롱글로벌",16460,-420,-2.49,5454,3.02,NA,NA,23514,0.7,500,3.04
"2022","003075","코오롱글로벌우",27650,-550,-1.95,NA,NA,NA,NA,NA,NA,550,1.99
"2023","450140","코오롱모빌리티그룹",5810,-90,-1.53,NA,NA,NA,NA,NA,NA,0,0
"2024","45014K","코오롱모빌리티그룹우",21350,-50,-0.23,NA,NA,NA,NA,NA,NA,0,0
"2025","102940","코오롱생명과학",35800,-1050,-2.85,NA,NA,NA,NA,8720,4.11,0,0
"2026","002025","코오롱우",16850,-120,-0.71,NA,NA,NA,NA,NA,NA,600,3.56
"2027","120110","코오롱인더",47450,-600,-1.25,6336,7.49,6349,7.47,80483,0.59,1300,2.74
"2028","120115","코오롱인더우",24300,-150,-0.61,NA,NA,NA,NA,NA,NA,1350,5.56
"2029","138490","코오롱플라스틱",9490,-280,-2.87,572,16.59,906,10.47,5803,1.64,145,1.53
"2030","056000","코원플레이",2860,0,0,NA,NA,NA,NA,1155,2.48,0,0
"2031","021240","코웨이",54300,-300,-0.55,6418,8.46,7281,7.46,26268,2.07,1250,2.3
"2032","033290","코웰패션",4680,-90,-1.89,745,6.28,NA,NA,5122,0.91,130,2.78
"2033","056360","코위버",7490,-170,-2.22,750,9.99,NA,NA,13692,0.55,70,0.93
"2034","282880","코윈테크",25100,700,2.87,575,43.65,NA,NA,10764,2.33,100,0.4
"2035","121850","코이즈",2210,-110,-4.74,NA,NA,NA,NA,227,9.74,0,0
"2036","015710","코콤",6560,-90,-1.35,260,25.23,NA,NA,7501,0.87,110,1.68
"2037","052330","코텍",10490,-280,-2.6,NA,NA,NA,NA,20215,0.52,0,0
"2038","322780","코퍼스코리아",2865,-135,-4.5,242,11.84,NA,NA,1422,2.01,15,0.52
"2039","036420","콘텐트리중앙",25150,-1000,-3.82,NA,NA,586,42.91,9670,2.6,0,0
"2040","200130","콜마비앤에이치",27500,-550,-1.96,2365,11.63,2324,11.83,13051,2.11,385,1.4
"2041","031820","콤텍시스템",807,-13,-1.59,28,28.82,NA,NA,1158,0.7,0,0
"2042","294570","쿠콘",31450,-950,-2.93,741,42.44,NA,NA,12837,2.45,100,0.32
"2043","192400","쿠쿠홀딩스",16190,70,0.43,4660,3.47,NA,NA,28532,0.57,700,4.32
"2044","284740","쿠쿠홈시스",29300,-900,-2.98,6784,4.32,NA,NA,28790,1.02,650,2.22
"2045","317690","퀀타매트릭스",6110,510,9.11,NA,NA,NA,NA,3544,1.72,0,0
"2046","365270","큐라클",11810,-380,-3.12,NA,NA,NA,NA,4019,2.94,0,0
"2047","060280","큐렉소",7930,-180,-2.22,NA,NA,NA,NA,1283,6.18,0,0
"2048","015590","큐로",365,-3,-0.82,NA,NA,NA,NA,424,0.86,0,0
"2049","040350","큐로컴",574,-5,-0.86,NA,NA,NA,NA,381,1.51,0,0
"2050","051780","큐로홀딩스",397,-2,-0.5,NA,NA,NA,NA,304,1.31,0,0
"2051","115180","큐리언트",9740,0,0,NA,NA,NA,NA,4276,2.28,0,0
"2052","182360","큐브엔터",19110,-300,-1.55,NA,NA,1130,16.91,2593,7.37,0,0
"2053","405100","큐알티",13010,0,0,1571,8.28,NA,NA,4418,2.94,0,0
"2054","066310","큐에스아이",10890,-290,-2.59,185,58.86,NA,NA,7980,1.36,100,0.92
"2055","016600","큐캐피탈",404,-5,-1.22,NA,NA,NA,NA,765,0.53,0,0
"2056","264900","크라운제과",8850,-70,-0.78,1024,8.64,NA,NA,12554,0.7,250,2.82
"2057","26490K","크라운제과우",11960,80,0.67,NA,NA,NA,NA,NA,NA,252,2.11
"2058","005740","크라운해태홀딩스",7220,-120,-1.63,294,24.56,NA,NA,18951,0.38,100,1.39
"2059","005745","크라운해태홀딩스우",11720,20,0.17,NA,NA,NA,NA,NA,NA,105,0.9
"2060","259960","크래프톤",171700,-2800,-1.6,12022,14.28,10860,15.81,98465,1.74,0,0
"2061","096240","크레버스",17900,-270,-1.49,2130,8.4,NA,NA,11032,1.62,2000,11.17
"2062","043590","크로바하이텍",1091,-39,-3.45,236,4.62,NA,NA,947,1.15,0,0
"2063","114120","크루셜텍",10850,0,0,NA,NA,NA,NA,9830,1.1,0,0
"2064","110790","크리스에프앤씨",20700,-300,-1.43,6297,3.29,NA,NA,27839,0.74,1000,4.83
"2065","083790","크리스탈지노믹스",3400,-35,-1.02,NA,NA,NA,NA,3072,1.11,0,0
"2066","045520","크린앤사이언스",11720,0,0,NA,NA,NA,NA,7062,1.66,150,1.28
"2067","036170","클라우드에어",902,-12,-1.31,29,31.1,NA,NA,1914,0.47,0,0
"2068","214150","클래시스",19350,-230,-1.17,677,28.58,1094,17.68,2530,7.65,66,0.34
"2069","352770","클리노믹스",7960,-290,-3.52,1214,6.56,NA,NA,4456,1.79,0,0
"2070","237880","클리오",17210,-130,-0.75,552,31.18,987,17.44,9911,1.74,150,0.87
"2071","139670","키네마스터",9030,-240,-2.59,NA,NA,NA,NA,1761,5.13,0,0
"2072","020120","키다리스튜디오",8860,-280,-3.06,114,77.72,NA,NA,6419,1.38,0,0
"2073","413600","키움제6호스팩",2160,50,2.37,NA,NA,NA,NA,NA,NA,0,0
"2074","433530","키움제7호스팩",2080,-10,-0.48,NA,NA,NA,NA,NA,NA,0,0
"2075","039490","키움증권",103600,-2500,-2.36,31680,3.27,19422,5.33,149422,0.69,3500,3.38
"2076","054780","키이스트",10150,-640,-5.93,NA,NA,NA,NA,2519,4.03,0,0
"2077","219130","타이거일렉",19040,-310,-1.6,500,38.08,NA,NA,8158,2.33,0,0
"2078","360070","탑머티리얼",37100,-1300,-3.39,770,48.18,NA,NA,4403,8.43,0,0
"2079","065130","탑엔지니어링",5090,30,0.59,NA,NA,NA,NA,12349,0.41,0,0
"2080","134580","탑코미디어",6350,-140,-2.16,NA,NA,NA,NA,2180,2.91,0,0
"2081","014580","태경비케이",5410,-20,-0.37,338,16.01,NA,NA,5502,0.98,110,2.03
"2082","015890","태경산업",6460,-60,-0.92,900,7.18,NA,NA,9204,0.7,270,4.18
"2083","006890","태경케미컬",12740,80,0.63,963,13.23,NA,NA,12420,1.03,220,1.73
"2084","023160","태광",15520,-120,-0.77,588,26.39,1561,9.94,16860,0.92,100,0.64
"2085","003240","태광산업",809000,-11000,-1.34,377488,2.14,NA,NA,4626787,0.17,1750,0.22
"2086","011280","태림포장",2985,-25,-0.83,247,12.09,NA,NA,4700,0.64,50,1.68
"2087","323280","태성",2385,45,1.92,NA,NA,NA,NA,NA,NA,0,0
"2088","053620","태양",8350,90,1.09,604,13.82,NA,NA,21159,0.39,150,1.8
"2089","004100","태양금속",1579,-39,-2.41,NA,NA,NA,NA,2312,0.68,5,0.32
"2090","004105","태양금속우",3350,-140,-4.01,NA,NA,NA,NA,NA,NA,10,0.3
"2091","009410","태영건설",4495,-145,-3.13,1920,2.34,NA,NA,17753,0.25,350,7.79
"2092","009415","태영건설우",7200,-150,-2.04,NA,NA,NA,NA,NA,NA,355,4.93
"2093","044490","태웅",10760,710,7.06,357,30.14,NA,NA,23769,0.45,0,0
"2094","124560","태웅로직스",4530,-85,-1.84,1726,2.62,NA,NA,3292,1.38,100,2.21
"2095","001420","태원물산",5090,40,0.79,11,462.73,NA,NA,4273,1.19,55,1.08
"2096","007980","태평양물산",1737,-72,-3.98,NA,NA,NA,NA,3585,0.48,0,0
"2097","191420","테고사이언스",12470,-230,-1.81,17,733.53,NA,NA,6046,2.06,0,0
"2098","073640","테라사이언스",2290,5,0.22,NA,NA,NA,NA,665,3.44,0,0
"2099","066700","테라젠이텍스",4845,15,0.31,NA,NA,NA,NA,6958,0.7,0,0
"2100","095610","테스",18430,-170,-0.91,3936,4.68,1222,15.09,15906,1.16,560,3.04
"2101","055490","테이팩스",56000,-900,-1.58,4009,13.97,NA,NA,27834,2.01,700,1.25
"2102","064520","테크엘",5540,40,0.73,185,29.95,NA,NA,4935,1.12,0,0
"2103","089030","테크윙",6190,-180,-2.83,485,12.76,NA,NA,5852,1.06,230,3.72
"2104","054450","텔레칩스",14850,170,1.16,559,26.57,1078,13.77,8453,1.76,120,0.81
"2105","091440","텔레필드",2290,5,0.22,NA,NA,NA,NA,1654,1.38,0,0
"2106","078000","텔코웨어",9430,-190,-1.98,322,29.29,NA,NA,19441,0.49,500,5.3
"2107","200230","텔콘RF제약",1270,-120,-8.63,NA,NA,NA,NA,1067,1.19,0,0
"2108","214420","토니모리",4315,-140,-3.14,NA,NA,NA,NA,3829,1.13,0,0
"2109","215480","토박스코리아",4445,-5,-0.11,370,12.01,NA,NA,2827,1.57,0,0
"2110","051360","토비스",11820,-110,-0.92,82,144.15,1626,7.27,12127,0.97,100,0.85
"2111","045340","토탈소프트",4825,205,4.44,352,13.71,NA,NA,1896,2.54,0,0
"2112","108230","톱텍",10240,-180,-1.73,NA,NA,NA,NA,8206,1.25,0,0
"2113","079970","투비소프트",843,-15,-1.75,NA,NA,NA,NA,816,1.03,0,0
"2114","199800","툴젠",53500,-1400,-2.55,NA,NA,NA,NA,10785,4.96,0,0
"2115","105550","트루윈",2130,-50,-2.29,NA,NA,NA,NA,1535,1.39,0,0
"2116","290090","트윔",16350,-530,-3.14,360,45.42,NA,NA,10315,1.59,0,0
"2117","026150","특수건설",8530,-220,-2.51,NA,NA,NA,NA,5910,1.44,0,0
"2118","322180","티라유텍",9800,-160,-1.61,NA,NA,NA,NA,3673,2.67,0,0
"2119","117730","티로보틱스",7640,220,2.96,NA,NA,NA,NA,1673,4.57,0,0
"2120","033830","티비씨",1121,-16,-1.41,49,22.88,NA,NA,1240,0.9,13,1.16
"2121","057680","티사이언티픽",2500,-35,-1.38,NA,NA,NA,NA,4688,0.53,0,0
"2122","204610","티쓰리",2225,-20,-0.89,208,10.7,NA,NA,1206,1.84,0,0
"2123","064760","티씨케이",104100,-5500,-5.02,7014,14.84,8832,11.79,29080,3.58,1430,1.37
"2124","246710","티앤알바이오팹",12600,-350,-2.7,NA,NA,NA,NA,1980,6.36,0,0
"2125","340570","티앤엘",43900,-50,-0.11,2410,18.22,3649,12.03,11084,3.96,400,0.91
"2126","043220","티에스넥스젠",891,-22,-2.41,NA,NA,NA,NA,497,1.79,0,0
"2127","277880","티에스아이",9580,-410,-4.1,63,152.06,942,10.17,2193,4.37,0,0
"2128","131290","티에스이",37400,-1400,-3.61,4204,8.9,5529,6.76,22550,1.66,500,1.34
"2129","019180","티에이치엔",3900,-50,-1.27,955,4.08,NA,NA,4826,0.81,50,1.28
"2130","425420","티에프이",9060,-610,-6.31,1094,8.28,NA,NA,3321,2.73,34,0.38
"2131","356860","티엘비",17640,-310,-1.73,1262,13.98,2279,7.74,8465,2.08,250,1.42
"2132","062860","티엘아이",6020,70,1.18,NA,NA,NA,NA,9460,0.64,0,0
"2133","363280","티와이홀딩스",12720,-730,-5.43,4004,3.18,NA,NA,38262,0.33,0,0
"2134","36328K","티와이홀딩스우",14000,-400,-2.78,NA,NA,NA,NA,NA,NA,0,0
"2135","321550","티움바이오",9980,-290,-2.82,NA,NA,NA,NA,3462,2.88,0,0
"2136","091810","티웨이항공",3025,-75,-2.42,NA,NA,255,11.85,306,9.89,0,0
"2137","004870","티웨이홀딩스",613,-34,-5.26,NA,NA,NA,NA,491,1.25,0,0
"2138","425040","티이엠씨",35450,-650,-1.8,1390,25.5,NA,NA,4825,7.35,0,0
"2139","104480","티케이케미칼",3055,-110,-3.48,3921,0.78,NA,NA,7347,0.42,0,0
"2140","081150","티플랙스",4015,-100,-2.43,430,9.34,NA,NA,5970,0.67,30,0.75
"2141","130740","티피씨글로벌",3300,0,0,NA,NA,NA,NA,5674,0.58,30,0.91
"2142","084730","팅크웨어",13450,-270,-1.97,691,19.46,NA,NA,14014,0.96,0,0
"2143","046210","파나진",4000,-90,-2.2,155,25.81,NA,NA,929,4.31,0,0
"2144","058530","파나케이아",1620,0,0,NA,NA,NA,NA,3692,0.44,0,0
"2145","034230","파라다이스",16490,-510,-3,NA,NA,491,33.62,14400,1.15,0,0
"2146","033540","파라텍",804,-13,-1.59,20,40.2,NA,NA,1669,0.48,0,0
"2147","043200","파루",851,-6,-0.7,NA,NA,NA,NA,659,1.29,0,0
"2148","214450","파마리서치",74100,-1200,-1.59,4717,15.71,6790,10.91,30618,2.42,600,0.81
"2149","208340","파멥신",3060,255,9.09,NA,NA,NA,NA,1983,1.54,0,0
"2150","005690","파미셀",10030,-40,-0.4,159,63.08,399,25.13,1090,9.2,0,0
"2151","177830","파버나인",4115,-35,-0.84,543,7.58,NA,NA,5446,0.76,0,0
"2152","037070","파세코",14600,-330,-2.21,957,15.26,NA,NA,5086,2.87,300,2.05
"2153","150900","파수",9390,90,0.97,387,24.26,NA,NA,2279,4.12,0,0
"2154","037030","파워넷",3620,-85,-2.29,143,25.31,NA,NA,4788,0.76,0,0
"2155","047310","파워로직스",5330,60,1.14,NA,NA,NA,NA,6165,0.86,0,0
"2156","368770","파이버프로",2805,-30,-1.06,NA,NA,NA,NA,1802,1.56,0,0
"2157","170790","파이오링크",13760,-230,-1.64,1672,8.23,NA,NA,9268,1.48,250,1.82
"2158","049120","파인디앤씨",1397,-21,-1.48,NA,NA,NA,NA,1582,0.88,0,0
"2159","038950","파인디지털",5580,-150,-2.62,311,17.94,NA,NA,11169,0.5,50,0.9
"2160","441270","파인엠텍",8430,50,0.6,NA,NA,NA,NA,NA,NA,0,0
"2161","106240","파인테크닉스",2790,-125,-4.29,983,2.84,NA,NA,2512,1.11,25,0.9
"2162","131760","파인텍",1238,-22,-1.75,NA,NA,NA,NA,648,1.91,0,0
"2163","065690","파커스",2320,-40,-1.69,650,3.57,NA,NA,6036,0.38,150,6.47
"2164","140860","파크시스템스",143600,3700,2.64,1361,105.51,6923,20.74,13125,10.94,250,0.17
"2165","091700","파트론",8200,-210,-2.5,1309,6.26,892,9.19,8249,0.99,350,4.27
"2166","032800","판타지오",495,-2,-0.4,NA,NA,NA,NA,411,1.2,0,0
"2167","318010","팜스빌",10060,-170,-1.66,637,15.79,NA,NA,7545,1.33,100,0.99
"2168","036580","팜스코",4010,-115,-2.79,88,45.57,NA,NA,8484,0.47,100,2.49
"2169","027710","팜스토리",1915,90,4.93,46,41.63,NA,NA,1898,1.01,25,1.31
"2170","004720","팜젠사이언스",6550,-70,-1.06,2206,2.97,NA,NA,8356,0.78,0,0
"2171","225590","패션플랫폼",1664,-51,-2.97,601,2.77,NA,NA,2234,0.74,0,0
"2172","054300","팬스타엔터프라이즈",667,-13,-1.91,41,16.27,NA,NA,796,0.84,0,0
"2173","068050","팬엔터테인먼트",5200,-120,-2.26,148,35.14,NA,NA,2690,1.93,0,0
"2174","028670","팬오션",6400,100,1.59,1028,6.23,1123,5.7,6728,0.95,100,1.56
"2175","222110","팬젠",5980,-70,-1.16,NA,NA,NA,NA,1977,3.02,0,0
"2176","010820","퍼스텍",3385,-80,-2.31,81,41.79,NA,NA,906,3.74,0,0
"2177","016800","퍼시스",30100,-300,-0.99,4917,6.12,NA,NA,54249,0.55,1100,3.65
"2178","263750","펄어비스",45450,-500,-1.09,973,46.71,1299,34.99,11757,3.87,0,0
"2179","251970","펌텍코리아",16190,-380,-2.29,1464,11.06,NA,NA,15974,1.01,350,2.16
"2180","001020","페이퍼코리아",1273,-27,-2.08,240,5.3,NA,NA,1111,1.15,0,0
"2181","168360","펨트론",8010,150,1.91,472,16.97,468,17.11,1200,6.68,0,0
"2182","087010","펩트론",7930,-140,-1.73,NA,NA,NA,NA,3020,2.63,0,0
"2183","090080","평화산업",1225,-41,-3.24,4,306.25,NA,NA,473,2.59,0,0
"2184","010770","평화홀딩스",3610,-115,-3.09,NA,NA,NA,NA,6351,0.57,150,4.16
"2185","119500","포메탈",3640,-60,-1.62,170,21.41,NA,NA,3969,0.92,60,1.65
"2186","389140","포바이포",16680,-1020,-5.76,580,28.76,NA,NA,4348,3.84,0,0
"2187","022100","포스코 ICT",7050,-50,-0.7,NA,NA,NA,NA,2355,2.99,50,0.71
"2188","058430","포스코스틸리온",35850,-600,-1.65,17070,2.1,NA,NA,53623,0.67,1000,2.79
"2189","009520","포스코엠텍",8770,-320,-3.52,314,27.93,200,43.82,2511,3.49,80,0.91
"2190","047050","포스코인터내셔널",24050,500,2.12,2924,8.23,3358,7.16,28259,0.85,800,3.33
"2191","003670","포스코케미칼",219000,-4000,-1.79,1753,124.93,3970,55.16,30845,7.1,300,0.14
"2192","189690","포시에스",7600,-30,-0.39,758,10.03,NA,NA,7636,1,100,1.32
"2193","318020","포인트모바일",18100,0,0,NA,NA,NA,NA,4068,4.45,100,0.55
"2194","256630","포인트엔지니어링",2160,-10,-0.46,71,30.42,NA,NA,1374,1.57,20,0.93
"2195","331380","포커스에이치엔에스",2355,-20,-0.84,NA,NA,247,9.54,957,2.46,0,0
"2196","234100","폴라리스세원",2055,-60,-2.84,208,9.88,NA,NA,2322,0.89,0,0
"2197","041020","폴라리스오피스",1723,167,10.73,NA,NA,NA,NA,1013,1.7,0,0
"2198","114630","폴라리스우노",908,-5,-0.55,98,9.27,NA,NA,1591,0.57,0,0
"2199","290720","푸드나무",9710,-170,-1.72,20,485.5,NA,NA,4125,2.35,30,0.31
"2200","005670","푸드웰",5720,-80,-1.38,609,9.39,NA,NA,9012,0.63,90,1.57
"2201","094940","푸른기술",8540,-360,-4.04,207,41.26,NA,NA,4208,2.03,30,0.35
"2202","007330","푸른저축은행",11420,190,1.69,2044,5.59,NA,NA,24910,0.46,650,5.69
"2203","017810","풀무원",10530,-200,-1.86,325,32.4,NA,NA,11434,0.92,102,0.97
"2204","093380","풍강",3935,-50,-1.25,462,8.52,NA,NA,6808,0.58,100,2.54
"2205","023900","풍국주정",13430,-310,-2.26,566,23.73,NA,NA,11483,1.17,120,0.89
"2206","103140","풍산",37150,750,2.06,8686,4.28,6562,5.66,60099,0.62,1000,2.69
"2207","005810","풍산홀딩스",30200,350,1.17,17743,1.7,NA,NA,91007,0.33,1400,4.64
"2208","371950","풍원정밀",10090,-310,-2.98,159,63.46,NA,NA,1589,6.35,0,0
"2209","370090","퓨런티어",20250,-350,-1.7,432,46.88,809,25.02,2023,10.01,0,0
"2210","220100","퓨쳐켐",8760,-250,-2.77,NA,NA,NA,NA,2834,3.09,0,0
"2211","035200","프럼파스트",3945,0,0,252,15.65,NA,NA,4285,0.92,50,1.27
"2212","334970","프레스티지바이오로직스",3220,-110,-3.3,NA,NA,NA,NA,2263,1.42,0,0
"2213","203690","프로스테믹스",1083,-24,-2.17,NA,NA,NA,NA,310,3.49,0,0
"2214","321260","프로이천",2395,-75,-3.04,NA,NA,155,15.4,1005,2.38,20,0.84
"2215","053610","프로텍",29000,550,1.93,4829,6.01,NA,NA,25641,1.13,400,1.38
"2216","377220","프롬바이오",8410,-280,-3.22,921,9.13,578,14.55,5964,1.41,0,0
"2217","335810","프리시젼바이오",6180,10,0.16,NA,NA,NA,NA,3374,1.83,0,0
"2218","053160","프리엠스",7650,-20,-0.26,226,33.85,NA,NA,10566,0.72,50,0.65
"2219","405000","플라즈맵",6830,-80,-1.16,NA,NA,NA,NA,675,10.12,0,0
