"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","선행.EPS","선행.PER","BPS","PBR","주당배당금","배당수익률"
"1875","010660","화천기계",3010,-60,-1.95,"KOSPI","기계",6.622e+10,272,11.07,NA,NA,6354,0.47,10,0.33
"1876","004590","한국가구",4390,-40,-0.9,"KOSDAQ","유통",6.585e+10,1459,3.01,NA,NA,8612,0.51,175,3.99
"1877","075970","동국알앤에스",3570,-95,-2.59,"KOSDAQ","비금속",6.5688e+10,161,22.17,NA,NA,4197,0.85,80,2.24
"1878","133820","화인베스틸",2205,-20,-0.9,"KOSPI","철강금속",65669179905,80,27.56,NA,NA,2690,0.82,0,0
"1879","017370","우신시스템",3585,-175,-4.65,"KOSPI","기계",65655883590,NA,NA,NA,NA,5363,0.67,0,0
"1880","032960","동일기연",18060,850,4.94,"KOSDAQ","IT부품",65650809000,2214,8.16,NA,NA,17138,1.05,40,0.22
"1881","039420","케이엘넷",2715,-55,-1.99,"KOSDAQ","통신서비스",65580091950,270,10.06,NA,NA,2012,1.35,80,2.95
"1882","032860","휴먼엔",3640,0,0,"KOSDAQ","기타서비스",65288375880,NA,NA,NA,NA,1808,2.01,0,0
"1883","043090","엑서지21",1310,-65,-4.73,"KOSDAQ","유통",65019334800,NA,NA,NA,NA,881,1.49,0,0
"1884","260970","에스앤디",15990,-320,-1.96,"KOSDAQ","음식료·담배",64910125800,2331,6.86,2570,6.22,16986,0.94,150,0.94
"1885","076610","해성옵틱스",508,15,3.04,"KOSDAQ","IT부품",64651124952,NA,NA,NA,NA,434,1.17,0,0
"1886","008830","대동기어",7190,-50,-0.69,"KOSDAQ","기계·장비",64620268800,530,13.57,NA,NA,7700,0.93,40,0.56
"1887","007530","영신금속",3365,255,8.2,"KOSDAQ","금속",64522030980,29,116.03,NA,NA,2068,1.63,0,0
"1888","050860","아세아텍",2850,-15,-0.52,"KOSDAQ","기계·장비",6.4125e+10,553,5.15,NA,NA,5722,0.5,50,1.75
"1889","019590","엠벤처투자",756,-15,-1.95,"KOSDAQ","금융",64002089844,13,58.15,NA,NA,610,1.24,0,0
"1890","009770","삼정펄프",25600,150,0.59,"KOSPI","종이목재",63999257600,3046,8.4,NA,NA,86449,0.3,1000,3.91
"1891","119850","지엔씨에너지",3890,-30,-0.77,"KOSDAQ","일반전기전자",63986256010,279,13.94,NA,NA,5920,0.66,50,1.29
"1892","238200","비피도",7820,-200,-2.49,"KOSDAQ","음식료·담배",63967600000,551,14.19,NA,NA,6191,1.26,0,0
"1893","028080","휴맥스홀딩스",5080,1165,29.76,"KOSDAQ","컴퓨터서비스",63893730480,NA,NA,NA,NA,10961,0.46,0,0
"1894","101240","씨큐브",6300,-50,-0.79,"KOSDAQ","화학",63870559200,392,16.07,NA,NA,6651,0.95,120,1.9
"1895","222110","팬젠",5980,-70,-1.16,"KOSDAQ","제약",63852227400,NA,NA,NA,NA,1977,3.02,0,0
"1896","005750","대림B&Co",3820,-70,-1.8,"KOSPI","비금속광물",63687956800,66,57.88,NA,NA,9477,0.4,130,3.4
"1897","012200","계양전기",2335,20,0.86,"KOSPI","기계",63565305715,NA,NA,NA,NA,5389,0.43,35,1.5
"1898","080520","오디텍",5410,-130,-2.35,"KOSDAQ","반도체",63549154690,377,14.35,NA,NA,11727,0.46,100,1.85
"1899","099520","ITX-AI",2570,0,0,"KOSDAQ","통신장비",63350158190,NA,NA,NA,NA,622,4.13,0,0
"1900","189860","서전기전",6510,-220,-3.27,"KOSDAQ","일반전기전자",63139057800,NA,NA,NA,NA,3845,1.69,0,0
"1901","258610","케일럼",2850,-50,-1.72,"KOSDAQ","금속",63118271700,NA,NA,NA,NA,2977,0.96,0,0
"1902","222980","한국맥널티",5720,30,0.53,"KOSDAQ","음식료·담배",63100082760,182,31.43,NA,NA,3503,1.63,30,0.52
"1903","254120","자비스",2840,235,9.02,"KOSDAQ","기계·장비",62997496280,NA,NA,NA,NA,432,6.57,0,0
"1904","069110","코스온",2630,0,0,"KOSDAQ","화학",62963935800,NA,NA,NA,NA,733,3.59,0,0
"1905","127710","아시아경제",1801,-47,-2.54,"KOSDAQ","디지털컨텐츠",62862251682,813,2.22,NA,NA,5242,0.34,0,0
"1906","224110","에이텍티앤",11730,-220,-1.84,"KOSDAQ","정보기기",62638200000,432,27.15,NA,NA,9523,1.23,100,0.85
"1907","115480","씨유메디칼",1369,9,0.66,"KOSDAQ","의료·정밀기기",62596477715,NA,NA,NA,NA,1085,1.26,0,0
"1908","217480","에스디생명공학",1465,-35,-2.33,"KOSDAQ","화학",62421689830,NA,NA,NA,NA,1720,0.85,0,0
"1909","041520","이라이콤",5120,0,0,"KOSDAQ","IT부품",62406297600,203,25.22,NA,NA,17151,0.3,300,5.86
"1910","127120","디엔에이링크",3650,-5,-0.14,"KOSDAQ","기타서비스",62391975800,NA,NA,NA,NA,1999,1.83,0,0
"1911","297570","알로이스",1802,-37,-2.01,"KOSDAQ","통신장비",62387434836,159,11.33,NA,NA,723,2.49,0,0
"1912","021050","서원",1313,-3,-0.23,"KOSPI","철강금속",62334136670,311,4.22,NA,NA,2799,0.47,15,1.14
"1913","008370","원풍",5190,0,0,"KOSDAQ","화학",6.228e+10,438,11.85,NA,NA,6859,0.76,170,3.28
"1914","203450","유니온커뮤니티",4240,-15,-0.35,"KOSDAQ","일반전기전자",62238989680,176,24.09,NA,NA,2702,1.57,0,0
"1915","017000","신원종합개발",5330,-70,-1.3,"KOSDAQ","건설",62190583910,348,15.32,NA,NA,7949,0.67,0,0
"1916","140520","대창스틸",2945,-45,-1.51,"KOSDAQ","금속",62166720635,678,4.34,NA,NA,4780,0.62,150,5.09
"1917","119650","KC코트렐",1796,-74,-3.96,"KOSPI","기계",62142418976,623,2.88,NA,NA,2283,0.79,0,0
"1918","007120","미래아이앤지",445,-13,-2.84,"KOSPI","서비스업",62040976180,NA,NA,NA,NA,552,0.81,0,0
"1919","083640","인콘",1069,-5,-0.47,"KOSDAQ","통신장비",62039748528,NA,NA,NA,NA,2043,0.52,0,0
"1920","279600","미디어젠",13230,-970,-6.83,"KOSDAQ","소프트웨어",61979652630,34,389.12,NA,NA,3785,3.5,0,0
"1921","065170","비엘팜텍",696,-18,-2.52,"KOSDAQ","유통",61923509064,NA,NA,NA,NA,657,1.06,0,0
"1922","083470","이엠앤아이",2985,-80,-2.61,"KOSDAQ","IT부품",61919699730,NA,NA,NA,NA,409,7.3,0,0
"1923","066910","손오공",2275,-5,-0.22,"KOSDAQ","유통",61837218625,126,18.06,NA,NA,965,2.36,0,0
"1924","277410","인산가",1896,19,1.01,"KOSDAQ","음식료·담배",61398829704,209,9.07,NA,NA,1556,1.22,80,4.22
"1925","217620","디딤이앤에프",1236,-14,-1.12,"KOSDAQ","숙박·음식",61393268244,NA,NA,NA,NA,234,5.28,0,0
"1926","169330","엠브레인",3375,-130,-3.71,"KOSDAQ","기타서비스",61380848250,338,9.99,NA,NA,1639,2.06,170,5.04
"1927","204020","그리티",3045,-95,-3.03,"KOSDAQ","섬유·의류",61348924350,NA,NA,NA,NA,3334,0.91,0,0
"1928","129890","앱코",6050,-250,-3.97,"KOSDAQ","정보기기",61278526100,NA,NA,NA,NA,7446,0.81,0,0
"1929","122690","서진오토모티브",2910,-20,-0.68,"KOSDAQ","운송장비·부품",61230025860,180,16.17,NA,NA,3647,0.8,0,0
"1930","094840","슈프리마에이치큐",5830,-140,-2.35,"KOSDAQ","컴퓨터서비스",61050827200,1130,5.16,NA,NA,17280,0.34,0,0
"1931","007770","한일화학",17380,-320,-1.81,"KOSDAQ","화학",61003800000,6465,2.69,NA,NA,32210,0.54,120,0.69
"1932","064520","테크엘",5540,40,0.73,"KOSDAQ","반도체",60951091080,185,29.95,NA,NA,4935,1.12,0,0
"1933","332370","아이디피",4590,-90,-1.92,"KOSDAQ","정보기기",60926402340,321,14.3,NA,NA,3100,1.48,150,3.27
"1934","046310","백금T&A",3705,130,3.64,"KOSDAQ","통신장비",60831064905,354,10.47,NA,NA,2638,1.4,0,0
"1935","014130","한익스프레스",5060,-110,-2.13,"KOSPI","운수창고업",6.072e+10,240,21.08,NA,NA,5978,0.85,0,0
"1936","060540","에스에이티",2320,0,0,"KOSDAQ","통신장비",60629269920,253,9.17,NA,NA,3511,0.66,50,2.16
"1937","015260","에이엔피",1493,13,0.88,"KOSPI","전기전자",60587661429,NA,NA,NA,NA,1342,1.11,0,0
"1938","085810","알티캐스트",2040,137,7.2,"KOSDAQ","소프트웨어",60558968760,NA,NA,NA,NA,2291,0.89,0,0
"1939","001020","페이퍼코리아",1273,-27,-2.08,"KOSPI","종이목재",60552549130,240,5.3,NA,NA,1111,1.15,0,0
"1940","020760","일진디스플",1173,-20,-1.68,"KOSPI","전기전자",60425618193,NA,NA,NA,NA,268,4.38,0,0
"1941","001620","케이비아이동국실업",601,-5,-0.83,"KOSPI","운수장비",60264082616,NA,NA,NA,NA,1921,0.31,0,0
"1942","217190","제너셈",6870,-80,-1.15,"KOSDAQ","반도체",60244225380,598,11.49,NA,NA,3143,2.19,0,0
"1943","178780","유테크",8650,0,0,"KOSDAQ","유통",60240295400,NA,NA,NA,NA,1965,4.4,0,0
"1944","323280","태성",2385,45,1.92,"KOSDAQ","기계·장비",60190793550,NA,NA,NA,NA,NA,NA,0,0
"1945","038060","루멘스",1247,3,0.24,"KOSDAQ","반도체",59984527043,NA,NA,NA,NA,1568,0.8,0,0
"1946","039610","화성밸브",5760,-50,-0.86,"KOSDAQ","기계·장비",59963904000,229,25.15,NA,NA,7465,0.77,0,0
"1947","290690","소룩스",7260,-30,-0.41,"KOSDAQ","일반전기전자",59944680180,505,14.38,NA,NA,5806,1.25,50,0.69
"1948","365900","브이씨",8200,400,5.13,"KOSDAQ","기타제조",59944460000,1251,6.55,NA,NA,5468,1.5,0,0
"1949","143540","영우디에스피",1344,-14,-1.03,"KOSDAQ","반도체",59942258880,200,6.72,NA,NA,1420,0.95,0,0
"1950","226400","오스테오닉",3440,-75,-2.13,"KOSDAQ","의료·정밀기기",59900001040,NA,NA,158,21.81,2107,1.63,0,0
"1951","001810","무림SP",2700,10,0.37,"KOSDAQ","종이·목재",59771250000,190,14.21,NA,NA,9520,0.28,25,0.93
"1952","372800","아이티아이즈",9990,-300,-2.92,"KOSDAQ","소프트웨어",59710130100,NA,NA,NA,NA,5035,1.98,0,0
"1953","126640","화신정공",1638,-25,-1.5,"KOSDAQ","운송장비·부품",59580426906,130,12.6,NA,NA,2789,0.59,30,1.83
"1954","234920","자이글",4400,-200,-4.35,"KOSDAQ","일반전기전자",59536004000,NA,NA,NA,NA,3394,1.3,0,0
"1955","419540","비스토스",2810,65,2.37,"KOSDAQ","의료·정밀기기",59502615480,NA,NA,NA,NA,NA,NA,0,0
"1956","062860","티엘아이",6020,70,1.18,"KOSDAQ","반도체",59433774400,NA,NA,NA,NA,9460,0.64,0,0
"1957","050120","ES큐브",4380,-50,-1.13,"KOSDAQ","유통",59410696680,670,6.54,NA,NA,6347,0.69,0,0
"1958","356890","싸이버원",12500,-630,-4.8,"KOSDAQ","소프트웨어",59371625000,448,27.9,NA,NA,5683,2.2,80,0.64
"1959","052300","초록뱀컴퍼니",500,-17,-3.29,"KOSDAQ","유통",59325715000,942,0.53,NA,NA,2655,0.19,0,0
"1960","010280","쌍용정보통신",927,-11,-1.17,"KOSDAQ","컴퓨터서비스",59294659518,NA,NA,NA,NA,699,1.33,0,0
"1961","095910","에스에너지",3040,-85,-2.72,"KOSDAQ","IT부품",59293689120,NA,NA,NA,NA,4908,0.62,0,0
"1962","299170","더블유에스아이",1973,-97,-4.69,"KOSDAQ","유통",59245170999,245,8.05,NA,NA,1105,1.79,0,0
"1963","079970","투비소프트",843,-15,-1.75,"KOSDAQ","소프트웨어",58960016001,NA,NA,NA,NA,816,1.03,0,0
"1964","072990","에이치시티",8320,-150,-1.77,"KOSDAQ","기타서비스",58835029760,1501,5.54,1313,6.34,9764,0.85,70,0.84
"1965","033540","파라텍",804,-13,-1.59,"KOSDAQ","기계·장비",58833004716,20,40.2,NA,NA,1669,0.48,0,0
"1966","177830","파버나인",4115,-35,-0.84,"KOSDAQ","일반전기전자",58798218595,543,7.58,NA,NA,5446,0.76,0,0
"1967","238120","얼라인드",8160,-110,-1.33,"KOSDAQ","의료·정밀기기",58665895680,771,10.58,NA,NA,3754,2.17,0,0
"1968","089230","THE E&M",323,-17,-5,"KOSDAQ","인터넷",58663613362,NA,NA,NA,NA,494,0.65,0,0
"1969","023150","MH에탄올",7930,-140,-1.73,"KOSPI","음식료품",58511711180,908,8.73,NA,NA,9654,0.82,350,4.41
"1970","045060","오공",3450,-60,-1.71,"KOSDAQ","화학",58449810300,550,6.27,NA,NA,5636,0.61,50,1.45
"1971","006570","대림통상",3830,-70,-1.79,"KOSPI","기계",58311750000,19,201.58,NA,NA,5032,0.76,0,0
"1972","147760","마이크로프랜드",5370,-70,-1.29,"KOSDAQ","의료·정밀기기",58102680420,726,7.4,NA,NA,5148,1.04,0,0
"1973","048770","TPC",3700,-5,-0.13,"KOSDAQ","기계·장비",58082566700,139,26.62,NA,NA,2590,1.43,35,0.95
"1974","230980","에이트원",780,-19,-2.38,"KOSDAQ","출판·매체복제",58044338820,NA,NA,NA,NA,483,1.61,0,0
"1975","004100","태양금속",1579,-39,-2.41,"KOSPI","운수장비",57949300000,NA,NA,NA,NA,2312,0.68,5,0.32
"1976","037760","쎄니트",1710,-79,-4.42,"KOSDAQ","금속",57854294910,280,6.11,NA,NA,2631,0.65,40,2.34
"1977","066360","체리부로",1233,-17,-1.36,"KOSDAQ","음식료·담배",57794785065,NA,NA,NA,NA,991,1.24,0,0
"1978","059210","메타바이오메드",2420,-20,-0.82,"KOSDAQ","제약",57746889420,422,5.73,NA,NA,2547,0.95,20,0.83
"1979","084180","수성샐바시온",785,0,0,"KOSDAQ","기계·장비",57738006000,NA,NA,NA,NA,579,1.36,0,0
"1980","040610","SG&G",1693,-20,-1.17,"KOSDAQ","운송",57709622828,441,3.84,NA,NA,8743,0.19,0,0
"1981","317240","TS트릴리온",611,-17,-2.71,"KOSDAQ","화학",57707498875,NA,NA,NA,NA,167,3.66,0,0
"1982","080010","이상네트웍스",5740,-30,-0.52,"KOSDAQ","인터넷",5.74e+10,655,8.76,NA,NA,10695,0.54,100,1.74
"1983","005670","푸드웰",5720,-80,-1.38,"KOSDAQ","음식료·담배",5.72e+10,609,9.39,NA,NA,9012,0.63,90,1.57
"1984","198080","엔피디",2650,-90,-3.28,"KOSDAQ","IT부품",57068240250,175,15.14,NA,NA,4296,0.62,0,0
"1985","038950","파인디지털",5580,-150,-2.62,"KOSDAQ","통신장비",56976068700,311,17.94,NA,NA,11169,0.5,50,0.9
"1986","038870","에코바이오",4825,-65,-1.33,"KOSDAQ","기타서비스",56954719775,485,9.95,NA,NA,6238,0.77,0,0
"1987","318000","KBG",6920,-300,-4.16,"KOSDAQ","화학",56950389000,494,14.01,NA,NA,3904,1.77,100,1.45
"1988","195500","마니커에프앤지",3570,-20,-0.56,"KOSDAQ","음식료·담배",56862960000,NA,NA,NA,NA,4090,0.87,0,0
"1989","023770","플레이위드",6480,-220,-3.28,"KOSDAQ","디지털컨텐츠",56808993600,216,30,NA,NA,3441,1.88,0,0
"1990","049630","재영솔루텍",693,8,1.17,"KOSDAQ","IT부품",56791484442,NA,NA,NA,NA,737,0.94,0,0
"1991","250060","모비스",1762,-34,-1.89,"KOSDAQ","소프트웨어",56685855268,NA,NA,NA,NA,933,1.89,0,0
"1992","019660","글로본",1624,10,0.62,"KOSDAQ","유통",56500171504,NA,NA,NA,NA,530,3.06,0,0
"1993","130500","GH신소재",3880,-75,-1.9,"KOSDAQ","섬유·의류",56434801760,201,19.3,NA,NA,4636,0.84,0,0
"1994","056000","코원플레이",2860,0,0,"KOSDAQ","디지털컨텐츠",56399843500,NA,NA,NA,NA,1155,2.48,0,0
"1995","139050","시티랩스",531,-11,-2.03,"KOSDAQ","컴퓨터서비스",56338317837,13,40.85,NA,NA,517,1.03,0,0
"1996","038620","위즈코프",841,-20,-2.32,"KOSDAQ","유통",55965577065,NA,NA,NA,NA,1207,0.7,0,0
"1997","226340","본느",1822,-21,-1.14,"KOSDAQ","화학",55934663912,NA,NA,NA,NA,730,2.5,0,0
"1998","101390","아이엠",6860,220,3.31,"KOSDAQ","IT부품",55589804200,NA,NA,NA,NA,6096,1.13,0,0
"1999","190650","코리아에셋투자증권",8700,-460,-5.02,"KOSDAQ","금융",55575600000,2612,3.33,NA,NA,14959,0.58,700,8.05
"2000","039310","세중",3065,-15,-0.49,"KOSDAQ","기타서비스",55542909355,248,12.36,NA,NA,4822,0.64,0,0
"2001","347700","라이프시맨틱스",5430,110,2.07,"KOSDAQ","소프트웨어",55537768500,NA,NA,NA,NA,1290,4.21,0,0
"2002","094860","네오리진",530,-16,-2.93,"KOSDAQ","소프트웨어",55363680750,NA,NA,NA,NA,423,1.25,0,0
"2003","036170","클라우드에어",902,-12,-1.31,"KOSDAQ","반도체",55351794652,29,31.1,NA,NA,1914,0.47,0,0
"2004","019770","서연탑메탈",4745,-100,-2.06,"KOSDAQ","기계·장비",55279250000,343,13.83,NA,NA,6360,0.75,70,1.48
"2005","094970","제이엠티",3300,-55,-1.64,"KOSDAQ","IT부품",55269192000,908,3.63,NA,NA,4505,0.73,150,4.55
"2006","114630","폴라리스우노",908,-5,-0.55,"KOSDAQ","화학",55183957872,98,9.27,NA,NA,1591,0.57,0,0
"2007","080470","성창오토텍",7510,-140,-1.83,"KOSDAQ","운송장비·부품",5.4823e+10,528,14.22,NA,NA,5639,1.33,60,0.8
"2008","006050","국영지앤엠",1571,3,0.19,"KOSDAQ","비금속",54820426753,NA,NA,NA,NA,1362,1.15,0,0
"2009","052460","아이크래프트",3730,-310,-7.67,"KOSDAQ","컴퓨터서비스",54487601280,176,21.19,NA,NA,2780,1.34,50,1.34
"2010","068940","셀피글로벌",1424,-64,-4.3,"KOSDAQ","정보기기",54483090128,NA,NA,NA,NA,235,6.06,0,0
"2011","184230","SGA솔루션즈",1003,-36,-3.46,"KOSDAQ","소프트웨어",54349785672,37,27.11,NA,NA,793,1.26,0,0
"2012","089530","에이티세미콘",751,-122,-13.97,"KOSDAQ","반도체",54281080653,NA,NA,NA,NA,1320,0.57,0,0
"2013","181340","이즈미디어",2705,0,0,"KOSDAQ","의료·정밀기기",54259503030,NA,NA,NA,NA,1292,2.09,0,0
"2014","332290","누보",1638,22,1.36,"KOSDAQ","화학",54187207074,NA,NA,NA,NA,1959,0.84,0,0
"2015","007610","선도전기",3000,0,0,"KOSPI","전기전자",5.4e+10,NA,NA,NA,NA,4420,0.68,0,0
"2016","006200","한국전자홀딩스",1153,-52,-4.32,"KOSPI","기타금융",53964015808,531,2.17,NA,NA,2900,0.4,0,0
"2017","322180","티라유텍",9800,-160,-1.61,"KOSDAQ","소프트웨어",53814250000,NA,NA,NA,NA,3673,2.67,0,0
"2018","221980","케이디켐",13330,-40,-0.3,"KOSDAQ","화학",53783884000,2094,6.37,NA,NA,23124,0.58,500,3.75
"2019","004920","씨아이테크",1155,-6,-0.52,"KOSPI","기타제조업",53595879645,NA,NA,NA,NA,1202,0.96,0,0
"2020","153490","우리이앤엘",1039,-19,-1.8,"KOSDAQ","반도체",53487720000,358,2.9,NA,NA,1402,0.74,0,0
"2021","331920","셀레믹스",6550,80,1.24,"KOSDAQ","제약",53475169400,NA,NA,NA,NA,2864,2.29,0,0
"2022","263920","휴엠앤씨",1090,-40,-3.54,"KOSDAQ","기타제조",53459196060,NA,NA,NA,NA,772,1.41,0,0
"2023","109960","에이프로젠 H&G",299,-5,-1.64,"KOSDAQ","유통",53429869883,15,19.93,NA,NA,1247,0.24,0,0
"2024","032750","삼진",7420,-180,-2.37,"KOSDAQ","일반전기전자",5.3424e+10,1195,6.21,NA,NA,11374,0.65,100,1.35
"2025","309930","오하임아이엔티",2515,-55,-2.14,"KOSDAQ","유통",53378727190,183,13.74,NA,NA,1248,2.02,0,0
"2026","065570","삼영이엔씨",4945,-95,-1.88,"KOSDAQ","통신장비",53376379450,65,76.08,NA,NA,7370,0.67,0,0
"2027","123750","알톤스포츠",4170,-170,-3.92,"KOSDAQ","운송장비·부품",53152058490,382,10.92,NA,NA,2172,1.92,0,0
"2028","131220","대한과학",7130,-20,-0.28,"KOSDAQ","유통",53150513700,524,13.61,NA,NA,4378,1.63,60,0.84
"2029","011300","성안",915,-81,-8.13,"KOSPI","섬유의복",53097625680,383,2.39,NA,NA,636,1.44,0,0
"2030","215790","이노인스트루먼트",1315,-25,-1.87,"KOSDAQ","통신장비",52972340935,253,5.2,NA,NA,2321,0.57,0,0
"2031","131760","파인텍",1238,-22,-1.75,"KOSDAQ","IT부품",52821713812,NA,NA,NA,NA,648,1.91,0,0
"2032","104040","대성파인텍",1687,-42,-2.43,"KOSDAQ","운송장비·부품",52805261047,31,54.42,NA,NA,1786,0.94,0,0
"2033","010770","평화홀딩스",3610,-115,-3.09,"KOSPI","운수장비",52797932260,NA,NA,NA,NA,6351,0.57,150,4.16
"2034","025530","SJM홀딩스",3535,-135,-3.68,"KOSPI","유통업",52791718280,314,11.26,NA,NA,11249,0.31,175,4.95
"2035","005820","원림",22950,-750,-3.16,"KOSPI","섬유의복",52738411500,685,33.5,NA,NA,51925,0.44,250,1.09
"2036","049470","SGA",895,-28,-3.03,"KOSDAQ","소프트웨어",52681712855,88,10.17,NA,NA,901,0.99,0,0
"2037","352940","인바이오",4840,0,0,"KOSDAQ","화학",52599813200,493,9.82,NA,NA,4593,1.05,0,0
"2038","019570","리더스 기술투자",404,5,1.25,"KOSDAQ","금융",52564950252,NA,NA,NA,NA,397,1.02,0,0
"2039","317530","캐리소프트",7550,-250,-3.21,"KOSDAQ","오락·문화",52557029800,NA,NA,NA,NA,1763,4.28,0,0
"2040","053590","한국테크놀로지",334,0,0,"KOSDAQ","유통",52484809098,NA,NA,NA,NA,137,2.44,0,0
"2041","255220","SG",1168,-21,-1.77,"KOSDAQ","비금속",52275812752,NA,NA,NA,NA,1839,0.64,0,0
"2042","153460","네이블",8000,20,0.25,"KOSDAQ","소프트웨어",52240112000,428,18.69,NA,NA,4265,1.88,0,0
"2043","223310","커머스마이너",3320,0,0,"KOSDAQ","소프트웨어",52224831720,NA,NA,NA,NA,1495,2.22,0,0
"2044","054630","에이디칩스",654,9,1.4,"KOSDAQ","기타제조",52129987494,NA,NA,NA,NA,440,1.49,0,0
"2045","252500","세화피앤씨",1255,-25,-1.95,"KOSDAQ","화학",52065419450,119,10.55,NA,NA,873,1.44,15,1.2
"2046","054540","삼영엠텍",4005,-110,-2.67,"KOSDAQ","금속",5.2065e+10,NA,NA,NA,NA,5892,0.68,70,1.75
"2047","318410","비비씨",9360,-70,-0.74,"KOSDAQ","기타제조",51997074480,635,14.74,NA,NA,12802,0.73,0,0
"2048","092600","앤씨앤",2070,100,5.08,"KOSDAQ","반도체",51922880190,NA,NA,NA,NA,2584,0.8,0,0
"2049","051630","진양화학",3285,-70,-2.09,"KOSPI","화학",5.1903e+10,NA,NA,NA,NA,1953,1.68,0,0
"2050","187220","디티앤씨",4435,-185,-4,"KOSDAQ","기타서비스",51880723135,NA,NA,NA,NA,7925,0.56,0,0
"2051","212560","네오오토",6570,-150,-2.23,"KOSDAQ","운송장비·부품",51738506910,834,7.88,NA,NA,11311,0.58,70,1.07
"2052","328380","솔트웨어",1510,-126,-7.7,"KOSDAQ","컴퓨터서비스",51736794780,NA,NA,NA,NA,NA,NA,0,0
"2053","079170","한창산업",9930,-220,-2.17,"KOSDAQ","금속",5.1636e+10,768,12.93,NA,NA,10891,0.91,190,1.91
"2054","021650","한국큐빅",3155,-40,-1.25,"KOSDAQ","화학",51586026265,463,6.81,NA,NA,4584,0.69,70,2.22
"2055","226360","KH 건설",417,-12,-2.8,"KOSDAQ","건설",51549761427,NA,NA,NA,NA,1363,0.31,0,0
"2056","187270","신화콘텍",5080,-240,-4.51,"KOSDAQ","IT부품",51530732600,387,13.13,NA,NA,5553,0.91,0,0
"2057","010400","우진아이엔에스",6730,-40,-0.59,"KOSPI","건설업",51296060000,NA,NA,NA,NA,14448,0.47,100,1.49
"2058","317120","라닉스",5310,-160,-2.93,"KOSDAQ","일반전기전자",51294600000,NA,NA,NA,NA,2002,2.65,0,0
"2059","363250","진시스템",7400,-260,-3.39,"KOSDAQ","의료·정밀기기",51281852000,568,13.03,NA,NA,6408,1.15,0,0
"2060","026040","제이에스티나",3105,15,0.49,"KOSDAQ","기타제조",51244267950,1112,2.79,NA,NA,3081,1.01,100,3.22
"2061","131400","이브이첨단소재",1598,-59,-3.56,"KOSDAQ","IT부품",51243770718,NA,NA,NA,NA,1918,0.83,0,0
"2062","031310","아이즈비전",2930,-80,-2.66,"KOSDAQ","통신장비",51222043180,1157,2.53,NA,NA,8222,0.36,0,0
"2063","037400","우리엔터프라이즈",1950,-10,-0.51,"KOSDAQ","유통",51135524700,899,2.17,NA,NA,4170,0.47,0,0
"2064","098120","마이크로컨텍솔",6150,-210,-3.3,"KOSDAQ","반도체",51123510900,904,6.8,NA,NA,5012,1.23,30,0.49
"2065","138070","신진에스엠",2920,-55,-1.85,"KOSDAQ","금속",51109355680,278,10.5,NA,NA,4360,0.67,120,4.11
"2066","317870","엔바이오니아",6430,-180,-2.72,"KOSDAQ","기타제조",50637220930,NA,NA,NA,NA,2347,2.74,0,0
"2067","018680","서울제약",4340,-90,-2.03,"KOSDAQ","제약",50601444460,NA,NA,NA,NA,2224,1.95,0,0
"2068","059100","아이컴포넌트",7140,-220,-2.99,"KOSDAQ","IT부품",50485940400,386,18.5,NA,NA,4524,1.58,0,0
"2069","024120","KB오토시스",4375,-70,-1.57,"KOSDAQ","운송장비·부품",50312500000,NA,NA,NA,NA,8880,0.49,120,2.74
"2070","009730","코센",1990,32,1.63,"KOSDAQ","금속",50128135820,NA,NA,NA,NA,1049,1.9,0,0
"2071","131090","시큐브",1134,-29,-2.49,"KOSDAQ","소프트웨어",4.9896e+10,119,9.53,NA,NA,927,1.22,25,2.2
"2072","065150","엠피대산",398,-5,-1.24,"KOSDAQ","유통",49862397190,104,3.83,NA,NA,323,1.23,0,0
"2073","023960","에쓰씨엔지니어링",1593,-37,-2.27,"KOSPI","건설업",49780222515,NA,NA,NA,NA,1001,1.59,0,0
"2074","001000","신라섬유",2050,-30,-1.44,"KOSDAQ","유통",49768957000,28,73.21,NA,NA,634,3.23,0,0
"2075","317770","슈프리마아이디",16290,-110,-0.67,"KOSDAQ","일반전기전자",49749985800,1058,15.4,NA,NA,14255,1.14,0,0
"2076","052860","아이앤씨",2785,-55,-1.94,"KOSDAQ","반도체",49748048390,NA,NA,NA,NA,2465,1.13,0,0
"2077","025880","케이씨피드",2975,175,6.25,"KOSDAQ","음식료·담배",49729677550,255,11.67,NA,NA,3597,0.83,40,1.34
"2078","203690","프로스테믹스",1083,-24,-2.17,"KOSDAQ","종이·목재",49715218968,NA,NA,NA,NA,310,3.49,0,0
"2079","204630","스튜디오산타클로스",763,-52,-6.38,"KOSDAQ","오락·문화",49636726944,206,3.7,NA,NA,1307,0.58,0,0
"2080","082660","코스나인",798,0,0,"KOSDAQ","화학",49582031856,NA,NA,NA,NA,501,1.59,0,0
"2081","246720","아스타",3835,-90,-2.29,"KOSDAQ","제약",49486935875,NA,NA,NA,NA,702,5.46,0,0
"2082","187660","에이디엠코리아",2265,-50,-2.16,"KOSDAQ","기타서비스",49459106250,96,23.59,NA,NA,1538,1.47,0,0
"2083","096350","대창솔루션",302,-7,-2.27,"KOSDAQ","금속",49455824718,NA,NA,NA,NA,210,1.44,0,0
