"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"352","023530","롯데쇼핑","KOSPI","유통업",88200,-1200,-1.34,2495068191000
"353","004000","롯데정밀화학","KOSPI","화학",59400,-1600,-2.62,1.53252e+12
"354","286940","롯데정보통신","KOSPI","서비스업",28000,-400,-1.41,431097268000
"355","280360","롯데제과","KOSPI","음식료품",120000,-1000,-0.83,1132148880000
"356","004990","롯데지주","KOSPI","기타금융",31250,-100,-0.32,3278413656250
"357","00499K","롯데지주우","KOSPI","기타금융",41450,0,0,33392244350
"358","005300","롯데칠성","KOSPI","음식료품",168800,-1200,-0.71,1566275619200
"359","005305","롯데칠성우","KOSPI","음식료품",72800,-700,-0.95,56442568000
"360","011170","롯데케미칼","KOSPI","화학",189700,-900,-0.47,8114496984300
"361","071840","롯데하이마트","KOSPI","유통업",13630,-50,-0.37,321773114560
"362","027740","마니커","KOSPI","음식료품",1362,13,0.96,86502292536
"363","357430","마스턴프리미어리츠","KOSPI","서비스업",3880,-30,-0.77,103130400000
"364","001080","만호제강","KOSPI","철강금속",44150,-650,-1.45,183222500000
"365","088980","맥쿼리인프라","KOSPI","기타금융",12390,-50,-0.4,5016036327330
"366","094800","맵스리얼티1","KOSPI","기타금융",4145,-10,-0.24,384798301995
"367","138040","메리츠금융지주","KOSPI","기타금융",41150,-2250,-5.18,7170172285500
"368","008560","메리츠증권","KOSPI","증권",6560,-370,-5.34,4034666198240
"369","090370","메타랩스","KOSPI","섬유의복",3260,-100,-2.98,81189286140
"370","017180","명문제약","KOSPI","의약품",2790,-20,-0.71,94730136660
"371","009900","명신산업","KOSPI","운수장비",18080,-1110,-5.78,948660004640
"372","012690","모나리자","KOSPI","종이목재",3010,10,0.33,110079477550
"373","005360","모나미","KOSPI","유통업",3555,-30,-0.84,67179926385
"374","204210","모두투어리츠","KOSPI","서비스업",3415,-55,-1.59,26728573225
"375","009680","모토닉","KOSPI","운수장비",8610,-20,-0.23,2.8413e+11
"376","009580","무림P&P","KOSPI","종이목재",4200,-90,-2.1,261946960800
"377","009200","무림페이퍼","KOSPI","종이목재",2495,-45,-1.77,103815228450
"378","033920","무학","KOSPI","음식료품",5650,-170,-2.92,1.61025e+11
"379","008420","문배철강","KOSPI","철강금속",3705,-90,-2.37,75965486025
"380","025560","미래산업","KOSPI","의료정밀",14700,180,1.24,67259497200
"381","007120","미래아이앤지","KOSPI","서비스업",445,-13,-2.84,62040976180
"382","396690","미래에셋글로벌리츠","KOSPI","서비스업",3840,-40,-1.03,111590400000
"383","357250","미래에셋맵스리츠","KOSPI","서비스업",3685,0,0,74068500000
"384","085620","미래에셋생명","KOSPI","보험",2885,-25,-0.86,510691705265
"385","006800","미래에셋증권","KOSPI","증권",7070,-190,-2.62,4350287004560
"386","00680K","미래에셋증권2우B","KOSPI","증권",3675,-25,-0.68,5.145e+11
"387","006805","미래에셋증권우","KOSPI","증권",4285,-25,-0.58,60314588750
"388","002840","미원상사","KOSPI","화학",181700,1900,1.06,8.81245e+11
"389","268280","미원에스씨","KOSPI","화학",141000,-1100,-0.77,7.191e+11
"390","107590","미원홀딩스","KOSPI","기타금융",100600,-2200,-2.14,2.33392e+11
"391","134380","미원화학","KOSPI","화학",64300,0,0,141412932400
"392","003650","미창석유","KOSPI","화학",71400,-1100,-1.52,124212580800
"393","155900","바다로19호","KOSPI","서비스업",2975,-60,-1.98,45220011900
"394","377740","바이오노트","KOSPI","의약품",8140,-230,-2.75,829271030720
"395","003610","방림","KOSPI","섬유의복",6500,40,0.62,275041585000
"396","001340","백광산업","KOSPI","화학",5030,-40,-0.79,225939587210
"397","035150","백산","KOSPI","화학",8800,-80,-0.9,2.06052e+11
"398","002410","범양건영","KOSPI","건설업",3540,-135,-3.67,87905216280
"399","007210","벽산","KOSPI","비금속광물",2345,-90,-3.7,160773200000
"400","002760","보락","KOSPI","화학",1720,-39,-2.22,1.03028e+11
"401","003850","보령","KOSPI","의약품",9040,-150,-1.63,620957600000
"402","000890","보해양조","KOSPI","음식료품",663,-3,-0.45,92236645527
"403","003000","부광약품","KOSPI","의약품",9000,-250,-2.7,639567441000
"404","001270","부국증권","KOSPI","증권",19530,100,0.51,202523873580
"405","001275","부국증권우","KOSPI","증권",18480,-10,-0.05,5.544e+10
"406","026940","부국철강","KOSPI","철강금속",3625,-95,-2.55,7.25e+10
"407","011390","부산산업","KOSPI","비금속광물",74900,-2200,-2.85,79094400000
"408","005030","부산주공","KOSPI","운수장비",545,-18,-3.2,39746298460
"409","002070","비비안","KOSPI","섬유의복",1330,-34,-2.49,39626006700
"410","100220","비상교육","KOSPI","서비스업",6320,-70,-1.1,82139403120
"411","030790","비케이탑스","KOSPI","서비스업",904,0,0,19208323080
"412","005180","빙그레","KOSPI","음식료품",42300,-100,-0.24,416707494300
"413","003960","사조대림","KOSPI","음식료품",27950,-400,-1.41,256146852650
"414","008040","사조동아원","KOSPI","음식료품",971,15,1.57,137051406600
"415","007160","사조산업","KOSPI","농업, 임업 및 어업",47300,-800,-1.66,2.365e+11
"416","014710","사조씨푸드","KOSPI","음식료품",5500,-200,-3.51,94701986500
"417","006090","사조오양","KOSPI","음식료품",8520,30,0.35,80281736280
"418","001470","삼부토건","KOSPI","건설업",1437,-46,-3.1,284056639875
"419","006400","삼성SDI","KOSPI","전기전자",684000,-8000,-1.16,47034938520000
"420","006405","삼성SDI우","KOSPI","전기전자",305500,-3500,-1.13,494267228000
"421","006660","삼성공조","KOSPI","운수장비",11950,600,5.29,97109452300
"422","028260","삼성물산","KOSPI","유통업",113200,-1700,-1.48,21155617569200
"423","02826K","삼성물산우B","KOSPI","유통업",101100,-1200,-1.17,164532667500
"424","207940","삼성바이오로직스","KOSPI","의약품",788000,-12000,-1.5,5.6085112e+13
"425","032830","삼성생명","KOSPI","보험",67300,100,0.15,1.346e+13
"426","018260","삼성에스디에스","KOSPI","서비스업",126600,-2700,-2.09,9796029480000
"427","028050","삼성엔지니어링","KOSPI","서비스업",27250,-550,-1.98,5.341e+12
"428","009150","삼성전기","KOSPI","전기전자",146700,-3100,-2.07,10957565203200
"429","009155","삼성전기우","KOSPI","전기전자",69300,-700,-1,201453991200
"430","005930","삼성전자","KOSPI","전기전자",61100,-1000,-1.61,364753713805000
"431","005935","삼성전자우","KOSPI","전기전자",54800,-500,-0.9,45094191160000
"432","001360","삼성제약","KOSPI","의약품",2710,-65,-2.34,182009234090
"433","010140","삼성중공업","KOSPI","운수장비",5830,-10,-0.17,5.1304e+12
"434","010145","삼성중공우","KOSPI","운수장비",178300,-3500,-1.93,20476863500
"435","016360","삼성증권","KOSPI","증권",32650,-1050,-3.12,2.915645e+12
"436","068290","삼성출판사","KOSPI","서비스업",24500,-700,-2.78,2.45e+11
"437","029780","삼성카드","KOSPI","기타금융",30450,-300,-0.98,3527903230950
"438","000810","삼성화재","KOSPI","보험",207500,1500,0.73,9830278677500
"439","000815","삼성화재우","KOSPI","보험",159000,0,0,5.07528e+11
"440","006110","삼아알미늄","KOSPI","철강금속",38950,-2750,-6.59,573029128200
"441","145990","삼양사","KOSPI","음식료품",44900,1800,4.18,463073860100
"442","145995","삼양사우","KOSPI","음식료품",32000,1850,6.14,11842240000
"443","003230","삼양식품","KOSPI","음식료품",121400,-3200,-2.57,914508021000
"444","002170","삼양통상","KOSPI","기타제조업",50700,100,0.2,1.521e+11
"445","272550","삼양패키징","KOSPI","화학",18050,-20,-0.11,284985511550
"446","000070","삼양홀딩스","KOSPI","기타금융",75100,700,0.94,643176752100
"447","000075","삼양홀딩스우","KOSPI","기타금융",54300,200,0.37,16510349400
"448","002810","삼영무역","KOSPI","유통업",12940,10,0.08,238962307120
"449","005680","삼영전자","KOSPI","전기전자",9500,-150,-1.55,1.9e+11
"450","003720","삼영화학","KOSPI","화학",3140,40,1.29,1.0676e+11
"451","023000","삼원강재","KOSPI","운수장비",2850,-40,-1.38,1.14e+11
"452","004380","삼익THK","KOSPI","기계",12100,-150,-1.22,2.541e+11
"453","002450","삼익악기","KOSPI","기타제조업",1313,-10,-0.76,118867091395
"454","004440","삼일씨엔에스","KOSPI","비금속광물",5770,0,0,73463334190
"455","000520","삼일제약","KOSPI","의약품",8090,-110,-1.34,110949900500
"456","009770","삼정펄프","KOSPI","종이목재",25600,150,0.59,63999257600
"457","005500","삼진제약","KOSPI","의약품",23500,-600,-2.49,3.2665e+11
"458","004690","삼천리","KOSPI","전기가스업",487000,-1000,-0.2,1974797175000
"459","010960","삼호개발","KOSPI","건설업",3820,-45,-1.16,9.55e+10
"460","004450","삼화왕관","KOSPI","기계",38800,-100,-0.26,83589905200
"461","009470","삼화전기","KOSPI","전기전자",15430,-320,-2.03,102051242600
"462","011230","삼화전자","KOSPI","전기전자",2895,-65,-2.2,35037316500
"463","001820","삼화콘덴서","KOSPI","전기전자",44500,-250,-0.56,462577500000
"464","000390","삼화페인트","KOSPI","화학",5870,-90,-1.51,159684363030
"465","001290","상상인증권","KOSPI","증권",820,-35,-4.09,88836438400
"466","041650","상신브레이크","KOSPI","운수장비",3345,25,0.75,71822000250
"467","075180","새론오토모티브","KOSPI","운수장비",4840,0,0,9.2928e+10
"468","007540","샘표","KOSPI","기타금융",51100,600,1.19,146953380000
"469","248170","샘표식품","KOSPI","음식료품",31500,-300,-0.94,143901009000
"470","007860","서연","KOSPI","기타금융",7930,40,0.51,186195162920
"471","200880","서연이화","KOSPI","운수장비",9740,250,2.63,263256976380
"472","017390","서울가스","KOSPI","전기가스업",478500,3500,0.74,2.3925e+12
"473","004410","서울식품","KOSPI","음식료품",208,-1,-0.48,77949156272
"474","004415","서울식품우","KOSPI","음식료품",2820,0,0,6273090000
"475","021050","서원","KOSPI","철강금속",1313,-3,-0.23,62334136670
"476","008490","서흥","KOSPI","화학",32200,-450,-1.38,372525438600
"477","007610","선도전기","KOSPI","전기전자",3000,0,0,5.4e+10
"478","136490","선진","KOSPI","음식료품",9810,-140,-1.41,233277915240
"479","014910","성문전자","KOSPI","전기전자",1720,-54,-3.04,33517394040
"480","014915","성문전자우","KOSPI","전기전자",8600,-120,-1.38,5.16e+09
"481","003080","성보화학","KOSPI","화학",3430,-5,-0.15,68668600000
"482","004980","성신양회","KOSPI","비금속광물",9400,-220,-2.29,230451086200
"483","004985","성신양회우","KOSPI","비금속광물",13450,-50,-0.37,9894425250
"484","011300","성안","KOSPI","섬유의복",915,-81,-8.13,53097625680
"485","000180","성창기업지주","KOSPI","서비스업",2200,-50,-2.22,153453520000
"486","002420","세기상사","KOSPI","유통업",7660,0,0,40545513680
"487","004360","세방","KOSPI","운수창고업",41800,-1150,-2.68,807103242000
"488","004365","세방우","KOSPI","운수창고업",9000,340,3.93,33203250000
"489","004490","세방전지","KOSPI","전기전자",51300,-2600,-4.82,7.182e+11
"490","001430","세아베스틸지주","KOSPI","철강금속",19550,90,0.46,701104426450
"491","306200","세아제강","KOSPI","철강금속",149800,500,0.33,424877740000
"492","003030","세아제강지주","KOSPI","기타금융",162000,-3900,-2.35,670948434000
"493","019440","세아특수강","KOSPI","철강금속",17710,-360,-1.99,151774700000
"494","058650","세아홀딩스","KOSPI","철강금속",109100,900,0.83,4.364e+11
"495","013000","세우글로벌","KOSPI","유통업",1491,-44,-2.87,42799201221
"496","091090","세원이앤씨","KOSPI","기계",470,-20,-4.08,101473600190
"497","021820","세원정공","KOSPI","운수장비",7400,-30,-0.4,7.4e+10
"498","067830","세이브존I&C","KOSPI","유통업",2855,-20,-0.7,117171755225
"499","033530","세종공업","KOSPI","운수장비",6450,-120,-1.83,179445198450
"500","075580","세진중공업","KOSPI","운수장비",5980,-10,-0.17,339959746880
"501","027970","세하","KOSPI","종이목재",1248,-1,-0.08,71838620256
"502","308170","센트랄모텍","KOSPI","운수장비",16630,-90,-0.54,143184300000
"503","012600","센트럴인사이트","KOSPI","기계",2490,0,0,45159499050
"504","068270","셀트리온","KOSPI","의약품",149000,-5800,-3.75,20982104010000
"505","336370","솔루스첨단소재","KOSPI","전기전자",52200,1900,3.78,1832804379000
"506","33637K","솔루스첨단소재1우","KOSPI","전기전자",11380,70,0.62,96220392220
"507","33637L","솔루스첨단소재2우B","KOSPI","전기전자",13460,140,1.05,25430651000
"508","248070","솔루엠","KOSPI","전기전자",21500,100,0.47,1075119346500
"509","004430","송원산업","KOSPI","화학",19750,250,1.28,4.74e+11
"510","126720","수산인더스트리","KOSPI","건설업",22800,-350,-1.51,325720800000
"511","017550","수산중공업","KOSPI","기계",3005,-70,-2.28,162225414815
"512","053210","스카이라이프","KOSPI","서비스업",7940,-90,-1.12,379706410040
"513","026890","스틱인베스트먼트","KOSPI","기타금융",6130,-80,-1.29,255487212750
"514","134790","시디즈","KOSPI","기타제조업",42700,-400,-0.93,8.54e+10
"515","016590","신대양제지","KOSPI","종이목재",84900,400,0.47,342128491800
"516","029530","신도리코","KOSPI","전기전자",34050,-200,-0.58,343224987450
"517","004970","신라교역","KOSPI","농업, 임업 및 어업",10860,20,0.18,1.7376e+11
"518","011930","신성이엔지","KOSPI","전기전자",1714,-38,-2.17,352823730814
"519","005390","신성통상","KOSPI","유통업",2330,-40,-1.69,334840548700
"520","004170","신세계","KOSPI","유통업",207500,-2000,-0.95,2042875057500
"521","035510","신세계 I&C","KOSPI","서비스업",15480,-170,-1.09,2.66256e+11
"522","034300","신세계건설","KOSPI","건설업",22700,-900,-3.81,9.08e+10
"523","031430","신세계인터내셔날","KOSPI","유통업",23300,-500,-2.1,8.3181e+11
"524","031440","신세계푸드","KOSPI","서비스업",47600,-550,-1.14,184330048000
"525","006880","신송홀딩스","KOSPI","유통업",7250,630,9.52,85759220500
"526","005800","신영와코루","KOSPI","섬유의복",11300,-130,-1.14,1.017e+11
"527","001720","신영증권","KOSPI","증권",60600,500,0.83,568805962200
"528","001725","신영증권우","KOSPI","증권",59700,400,0.67,421109651100
"529","009270","신원","KOSPI","섬유의복",1573,-16,-1.01,161368337988
"530","002700","신일전자","KOSPI","유통업",2110,-10,-0.47,149910269310
"531","002870","신풍","KOSPI","유통업",1180,15,1.29,41251266000
"532","019170","신풍제약","KOSPI","의약품",20450,-200,-0.97,1083543045500
"533","019175","신풍제약우","KOSPI","의약품",39200,-550,-1.38,8.624e+10
"534","404990","신한서부티엔디리츠","KOSPI","서비스업",3940,5,0.13,220466182960
"535","293940","신한알파리츠","KOSPI","서비스업",6600,-80,-1.2,487278811800
"536","055550","신한지주","KOSPI","기타금융",38300,-750,-1.92,19486460482700
"537","004080","신흥","KOSPI","유통업",14880,-100,-0.67,1.4136e+11
"538","102280","쌍방울","KOSPI","섬유의복",329,-4,-1.2,86392810441
"539","003410","쌍용C&E","KOSPI","비금속광물",5750,-210,-3.52,2897192671250
"540","003620","쌍용차","KOSPI","운수장비",8760,0,0,1637734770240
"541","004770","써니전자","KOSPI","전기전자",2830,-80,-2.75,98611381130
"542","015540","쎌마테라퓨틱스","KOSPI","서비스업",6410,0,0,203176385440
"543","403550","쏘카","KOSPI","서비스업",20850,-550,-2.57,682903219200
"544","004920","씨아이테크","KOSPI","기타제조업",1155,-6,-0.52,53595879645
"545","112610","씨에스윈드","KOSPI","기계",65400,-2100,-3.11,2758009756200
"546","008700","아남전자","KOSPI","전기전자",2330,-115,-4.7,179700830600
"547","002790","아모레G","KOSPI","화학",41050,-300,-0.73,3384908289000
"548","00279K","아모레G3우(전환)","KOSPI","화학",31200,-50,-0.16,221276640000
"549","002795","아모레G우","KOSPI","화학",14680,-300,-2,94594543600
"550","090430","아모레퍼시픽","KOSPI","화학",144700,-2000,-1.36,8463902227300
"551","090435","아모레퍼시픽우","KOSPI","화학",47550,-850,-1.76,502024816500
"552","002030","아세아","KOSPI","서비스업",141000,-3800,-2.62,308934384000
"553","183190","아세아시멘트","KOSPI","비금속광물",9270,-370,-3.84,361141494300
"554","002310","아세아제지","KOSPI","종이목재",37500,-200,-0.53,335868825000
"555","012170","아센디오","KOSPI","서비스업",859,-23,-2.61,72663521252
"556","267850","아시아나IDT","KOSPI","서비스업",15800,-330,-2.05,1.7538e+11
"557","020560","아시아나항공","KOSPI","운수창고업",13790,-370,-2.61,1026138225560
"558","122900","아이마켓코리아","KOSPI","유통업",10140,30,0.3,338968437600
"559","010780","아이에스동서","KOSPI","비금속광물",45600,-1700,-3.59,1408702833600
"560","139990","아주스틸","KOSPI","철강금속",10180,-240,-2.3,269283284020
"561","001780","알루코","KOSPI","철강금속",2850,-50,-1.72,256412881200
"562","018250","애경산업","KOSPI","화학",18480,120,0.65,488055598800
